D_3_adj.ChiSq.pval	D_3_logFC	D_5_adj.ChiSq.pval	D_5_logFC	D_7_adj.ChiSq.pval	D_7_logFC	D_9_adj.ChiSq.pval	D_9_logFC	D_11_adj.ChiSq.pval	D_11_logFC	D_13_adj.ChiSq.pval	D_13_logFC	gene_vers	gene	type
8.92400430690903e-07	3.57275903616677	0.967036679485888	0.0849675748213823	0.949671592008509	0.329954326854778	0.979180442953242	-0.284745678431277	0.998682844793179	-0.190008597156086	0.978007666549162	0.0137703322831273	OBG.1.1.m.44946	OBG	protein
0.979445546193914	0.241842158052149	0.967036679485888	-0.239674904763016	0.949671592008509	-0.61267449391608	0.979180442953242	0.0940674799977366	0.998682844793179	0.275152381548595	0.958428402785477	-0.169093724866683	RL18A.6.8.m.61646	RL18A	protein
0.0025292808820627	1.69305326988448	0.967036679485888	0.327365687960878	0.949671592008509	-0.156467805660832	0.995136828024841	-0.00185694000079994	0.998682844793179	-0.076382175424091	0.958428402785477	0.168775913889701	MANA.6.9.m.43123	MANA	protein
0.979445546193914	-0.261143040502396	0.967036679485888	0.521743733127729	0.949671592008509	-0.0812614614716578	0.187119101125797	0.969503011955299	0.998682844793179	-0.224774015316762	0.958428402785477	-0.1982400705262	HEXP.2.5.m.14111	HEXP	protein
0.979445546193914	0.205316282027036	0.967036679485888	-0.110391887818049	0.949671592008509	-0.135709245494034	0.979180442953242	-0.142971717303113	0.998682844793179	-0.0212406212316303	0.958428402785477	-0.189557827426399	RS3A.4.15.m.15367	RS3A	protein
0.000162028312974945	3.95608767571827	0.969753340420925	-0.0303386362520142	0.983037974432137	0.0174074682617249	0.979180442953242	-0.235728858222966	0.998682844793179	-0.0898444352306536	0.958428402785477	0.388282944182573	ELDP2.9.13.m.44486	ELDP2	protein
0.979445546193914	0.0491970801097539	0.967036679485888	0.15242261175194	0.949671592008509	0.226860833890674	0.979180442953242	0.315748220793128	0.998682844793179	0.170950008905247	0.958428402785477	-0.175872257497745	COR1B.1.2.m.31152	COR1B	protein
0.979445546193914	0.0963310557008485	0.967036679485888	0.0259729467664567	0.949671592008509	0.0801911847486654	0.857343027275778	0.292944511651647	0.998682844793179	-0.0158858583300621	0.958428402785477	0.0344043847172948	SPTCA.1.2.m.1905	SPTCA	protein
3.74926706978187e-06	-2.29475732110761	0.967036679485888	-0.312738366952739	0.949671592008509	-0.410569086724618	0.979180442953242	-0.447826298831534	0.998682844793179	0.528133122718466	0.958428402785477	0.918369116383656	ZAN.12.14.m.53188	ZAN	protein
0.295752803622453	-0.28940975592424	0.967036679485888	-0.354517831101778	0.949671592008509	-0.0938492828400159	0.454729072007691	-0.36386679025306	0.998682844793179	0.0677444924103279	0.958428402785477	0.0547349285852841	TBA1.7.9.m.44107	TBA1	protein
0.979445546193914	-0.217589460585148	0.967036679485888	-0.269345771439359	0.949671592008509	0.197714488231158	0.145418686107607	-0.770505601775905	0.998682844793179	0.140982581190863	0.958428402785477	0.0331208145321344	TBA3.1.1.m.5111	TBA3	protein
0.979445546193914	-0.0690658015100656	0.600071686387495	-0.300665534652163	0.0149718942774503	-0.403593050989224	0.979180442953242	0.133679335896591	0.998682844793179	0.0935594011943301	0.958428402785477	0.0212471131297232	TBB.1.7.m.12262	TBB.1.7.m.12262	protein
0.603009329584534	-0.167657157685264	0.454215652639422	-0.272415021799672	0.00542272537249487	-0.377134858993085	0.979180442953242	0.0885131025026435	0.998682844793179	0.00629629709168356	0.958428402785477	0.0334274936087819	TBB.7.7.m.63980	TBB.7.7.m.63980	protein
0.979445546193914	-0.0747916371656991	0.967036679485888	0.0986513553109596	0.949671592008509	0.0475371344461122	0.0655525369156114	-0.798323545915668	0.998682844793179	-0.0754450561700377	0.958428402785477	-0.295649612351307	TCPD.1.1.m.13556	TCPD	protein
0.979445546193914	-0.303319334611032	0.967036679485888	0.0607200285747052	0.949671592008509	-0.316281491135855	0.979180442953242	0.197426981082975	0.998682844793179	0.274458611378511	0.0781513814965206	0.700802663259634	TITIN.8.19.m.35861	TITIN.8.19.m.35861	protein
0.979445546193914	-0.115433621663046	0.967036679485888	0.0522584498265095	0.949671592008509	0.0783383091805856	0.979180442953242	0.490245952025264	0.998682844793179	0.148297318517354	0.978007666549162	-0.00885777959280443	TPM.15.19.m.50851	TPM	protein
0.82912600221984	-0.773925157806167	0.967036679485888	-0.128313795815312	0.949671592008509	0.396785835332986	0.979180442953242	-0.49089502072342	0.998682844793179	-0.739347188146521	4.30106651835354e-05	-2.06217852095017	IFT74.13.13.m.65590	IFT74	protein
0.979445546193914	-0.394409571365861	0.967036679485888	-0.384653549075098	0.949671592008509	0.226860833890674	0.979180442953242	-0.798323545915668	0.998682844793179	-0.838882861697435	5.00131670588368e-12	-2.47721602022902	RAD50.15.22.m.47579	RAD50.15.22.m.47579	protein
0.979445546193914	-0.401464328899811	0.967036679485888	-0.421672738505904	0.949671592008509	-0.550746744772878	0.979180442953242	-1.27225473424808	0.998682844793179	-1.5048819345095	3.95785815545027e-12	-3.34156092087145	RAD50.16.22.m.50235	RAD50.16.22.m.50235	protein
0.979445546193914	-0.516400095744471	0.967036679485888	-0.154786007176503	0.983037974432137	-0.0361735719431202	0.979180442953242	-0.824795757276858	0.998682844793179	-0.461813212617611	9.45738896213427e-07	-2.44265879819265	CENPF.6.22.m.13410	CENPF	protein
0.0250008046847501	2.04919708010975	0.967036679485888	0.812792515131119	0.958550978126798	-0.0532470853020612	0.979180442953242	-0.262270645675458	0.998682844793179	0.242730903856217	0.958428402785477	1.17431409743113	TYRO.1.1.m.38876	TYRO	protein
0.979445546193914	-1.19873043333383	0.967036679485888	-1.21891634459622	0.949671592008509	-0.965784244051722	0.521907921398874	-2.12025164080303	0.998682844793179	-1.48780842115056	0.0666779917035161	-2.36173880280908	XRN2.1.1.m.13943	XRN2	protein
