protein_ID	method	D_3_logFC_23	D_5_logFC_23	D_7_logFC_23	D_9_logFC_23	D_11_logFC_23	D_13_logFC_23	D_3_adj.ChiSq.pval_23	D_5_adj.ChiSq.pval_23	D_7_adj.ChiSq.pval_23	D_9_adj.ChiSq.pval_23	D_11_adj.ChiSq.pval_23	D_13_adj.ChiSq.pval_23	gene	type
CHOYP_LOC100633077.1.4.m.4444	ASCA	-0.299626696638107	-0.146179710955567	0.135357845841977	0.170086584518563	0.144181519225312	-0.263106525329185	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	NXN	protein
CHOYP_LOC100636493.1.1.m.65727	PropTest	0.454463075319309	-0.0867190876404642	0.0775253521587196	0.0714798412564885	-0.170941397756936	-0.162739566799413	0.017890856375813	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	FAT4.1.1.m.65727	protein
CHOYP_LOC100699383.1.1.m.63490	ASCA	0.0359763351463327	0.163504788177049	0.145799592563623	0.019505566142711	0.117847371411851	0.653615079639028	0.972056752910786	0.971021389430923	0.997624329922123	0.966894670166965	0.862350742128432	0.915324501700265	TCTP	protein
CHOYP_LOC100876515.1.2.m.37063	PropTest	0.277161872637349	-0.0854917842564635	-0.22712434739602	-0.380909324334645	-1.73356273072369	-2.2723843389172	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.164878871481692	0.0664668540015408	SYNE1.1.2.m.37063	protein
CHOYP_LOC100876515.2.2.m.54514	PropTest	0.313956482022817	-0.112511998190172	-0.229553419596131	-0.455560749421809	-1.87374038877195	-2.11626513699991	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.083187655569175	0.0664668540015408	SYNE1.2.2.m.54514	protein
CHOYP_LOC100890762.1.1.m.31399	PropTest	0.115410802640737	-0.856673093760582	0.00607482889701028	0.327627861505043	4.10353953472797	0.691089785057691	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0276862295009294	0.915324501700265	UPP	protein
CHOYP_LOC100893889.2.2.m.64935	ASCA	-0.123776861238689	0.171341282409014	-0.0256340308303269	0.0127545241516316	0.475154753715682	0.285833306571432	0.972056752910786	0.971021389430923	0.997624329922123	0.984279674956717	0.775084662365426	0.915324501700265	MLRA	protein
CHOYP_LOC100901947.1.1.m.7834	PropTest	-0.884589197359263	0.143326906239418	3.32800292378437	2.32762786150504	1.29618461267036	0.106127284336535	0.972056752910786	0.971021389430923	0.0816808401056648	0.940454783919857	0.775084662365426	0.959931573500417	CMC	protein
CHOYP_LOC101072646.1.1.m.8800	ASCA	0.115410802640737	-0.499121089142499	-0.0199203796359342	-0.42621155122556	-0.363739945732015	0.00519837548575364	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.990255034818814	ATPD	protein
CHOYP_LOC101173335.2.4.m.33982	PropTest	2.05031577441885	0.259840914965843	-0.0736523635737232	-0.171177995466398	-0.854757285404377	-1.18017690082011	1.48219757975321e-05	0.971021389430923	0.997624329922123	0.940454783919857	0.0952809494883759	0.00122842184554426	CO6A3	protein
CHOYP_LOC373275.6.7.m.57854	PropTest	-0.265767892622069	0.0262186032405536	-0.0836279740512218	-0.0433947829104895	-0.819292604749573	-0.337765077614494	0.820766269448139	0.971021389430923	0.997624329922123	0.940454783919857	0.00880532958866895	0.915324501700265	TBB.6.7.m.57854	protein
CHOYP_LOC551931.1.1.m.9934	PropTestASCA	0.0829893249483602	-0.0631239712280083	-0.067925752546766	-0.123033547504522	-3.37624072930113	-0.941178430441822	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00843132032885826	0.915324501700265	PCY2	protein
CHOYP_LOC575203.6.6.m.30705	ASCA	0.0181136012858225	0.0838258944907562	-0.0278725030263276	-0.0443409158819152	-0.395693091967305	-0.165546039771131	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CATL	protein
CHOYP_LOC576511.1.1.m.53180	PropTest	0.147832280333114	-0.0844790112833937	0.109168321861114	-0.200751110849746	-1.77420471522104	-0.485787977026389	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0122555993398814	0.915324501700265	CP135	protein
CHOYP_LOC657674.1.1.m.21821	PropTest	-0.884589197359263	0.728289406960574	4.17599983033932	-0.257334639216113	2.88114711339152	-0.630838309829671	0.972056752910786	0.971021389430923	0.0816808401056648	0.940454783919857	0.687413886811249	0.915324501700265	ITB1.1.1.m.21821	protein
CHOYP_LOC658201.1.1.m.42880	ASCA	0.02614346454365	0.189869492176448	-0.0580555085227044	0.0608413208101419	0.493221459729916	0.226421518054247	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	IFEA.1.1.m.42880	protein
CHOYP_LOC659512.1.4.m.6122	ASCA	0.317044663810388	0.0751554035978392	0.317276517191314	0.411692126293517	0.459683344953242	0.0433915289885718	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.946969355392161	FKB14	protein
CHOYP_LOC660560.1.4.m.31036	PropTestASCA	-0.191770706877438	-0.166357592893197	0.0591861653565733	-0.16111932395681	-1.52399434974483	-0.363357998964685	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00612737651933945	0.915324501700265	RL3	protein
CHOYP_LOC662543.1.1.m.39811	PropTest	0.793482707753375	-0.856673093760582	-0.29877975263141	-0.300403361107999	2.03315020683657	-0.308910214942309	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0299261978897729	0.915324501700265	ITIH4.1.1.m.39811	protein
CHOYP_LOC752782.1.1.m.53937	PropTestASCA	0.108142802176699	0.236913313459146	-0.128625530031481	0.205407541531549	0.388978708342222	-0.183798294685378	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0157775097926379	0.915324501700265	ACT.1.1.m.53937	protein
CHOYP_LOC754102.1.1.m.57578	PropTestASCA	-0.604172713297233	-0.00691572934119478	-0.263315071976607	-0.087409637773801	-0.0796822893278035	-0.250493528716987	0.00417552013754226	0.982387536440736	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	TBA	protein
CHOYP_MBCDH18.1.1.m.34344	PropTest	-0.121109084679741	0.129042680233171	-0.022565219146891	0.24329050556374	0.099383905236655	-0.654202302895182	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.877682521882862	0.0421846793638957	FAT4.1.1.m.34344	protein
CHOYP_MLE.1.9.m.15462	ASCA	-0.188742590518649	0.125404998242155	0.139341359760475	-0.0646895612737168	0.243717192776227	0.219784066132102	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	MLE	protein
CHOYP_MYO15.1.1.m.66281	PropTest	0.736899179387008	-0.719169570010647	1.7065145470381	-0.350444043607595	-0.703815387329638	-1.11626513699991	0.972056752910786	0.971021389430923	0.0858302877334162	0.940454783919857	0.796166999855847	0.915324501700265	MYO15	protein
CHOYP_MYS.7.7.m.44342	PropTestASCA	-0.209684571325308	0.272743314617227	0.213516908767487	0.254626030562136	0.618112707557724	0.0269570709029274	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00016542173461421	0.918369483840077	MYS	protein
CHOYP_MYSP.5.9.m.28124	PropTest	0.0730171047597103	0.151334484840783	0.0439714366555393	0.293825153414305	0.443842235839449	0.16434189828183	0.972056752910786	0.971021389430923	0.997624329922123	0.474423572513492	0.0251050970700026	0.915324501700265	MYSP.5.9.m.28124	protein
CHOYP_MYSP.8.9.m.44813	PropTestASCA	0.125606569746626	0.209030153290247	-0.166475641952125	0.338475243742036	0.911704580367489	0.738395499836049	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	2.8895076884669e-07	2.0846735883964e-05	MYSP.8.9.m.44813	protein
CHOYP_NEMVEDRAFT_V1G242065.1.1.m.21817	PropTestASCA	0.105662826089175	0.240514824933909	-0.165446957479631	0.260753017789881	0.542978377496945	0.27425004314486	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0175439669799206	0.915324501700265	ACT.1.1.m.21817	protein
CHOYP_NEMVEDRAFT_V1G242153.2.4.m.15572	PropTest	-1.46955169808042	-0.795272549096439	-0.86839428901913	-0.894764559831406	-0.288777888050794	-1.11626513699991	0.0709465401968712	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	Y531	protein
CHOYP_OST48.1.1.m.43513	PropTest	-0.469551698080419	-0.119707499594376	2.49150165606725	-0.257334639216114	0.881147113391519	-1.30891021494231	0.972056752910786	0.971021389430923	0.0694593005049528	0.940454783919857	0.775084662365426	0.915324501700265	OST48	protein
CHOYP_PAN2.1.1.m.44690	PropTest	0.115410802640737	-0.519638106483011	-0.0813880123533286	-0.479727060552561	-2.40425510547073	-0.274144796781632	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0322527785420271	0.915324501700265	PAN2	protein
CHOYP_PAN2.1.1.m.44693	PropTestASCA	0.182524998499274	0.0120823729611654	-0.0544667130380398	0.415090702755382	1.16842906547199	0.594228245805103	0.972056752910786	0.979774596993348	0.997624329922123	0.940454783919857	0.00207465570155952	0.915324501700265	ACT.1.1.m.44693	protein
CHOYP_PCCA.2.2.m.45684	PropTest	-0.158764160798257	-0.0119513192384924	-0.380948294212237	0.0993588738319255	-2.25840423900727	-1.98698212005495	0.972056752910786	0.982643184509259	0.997624329922123	0.940454783919857	0.0654752048876589	0.32882060741362	PCCA	protein
CHOYP_PDIA1.1.1.m.5297	ASCA	0.0635718711211188	0.0272298413165473	0.0668288599761073	-0.0825602381124053	0.34349032744872	0.203643790250798	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	PDIA1	protein
CHOYP_PHUM_PHUM226120.5.7.m.43551	PropTest	-0.292247166272509	-0.0207924735216887	-0.232084908297754	-0.39616234391343	-1.44528237373078	0.0970821447335277	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0126903470939702	0.915324501700265	UNC22.5.7.m.43551	protein
CHOYP_PHUM_PHUM500930.1.1.m.21562	PropTest	-0.213896822612222	0.806291918961847	-0.459588743451802	0.35564223767464	1.12625961122805	-0.196435485683897	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0694592514729728	0.915324501700265	LAMC1	protein
CHOYP_PLOD3.1.1.m.41788	PropTest	3.81585052078183	0.406361312073212	0.643504749512302	-1.25733463921611	0.296184612670363	-0.893872715663465	0.0867351989356586	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	PLOD3	protein
CHOYP_PPUTW619_2764.1.1.m.44946	PropTest	3.57484242127803	-0.0142143707470623	0.208891711896698	0.138594037115026	-2.44078098149584	-0.571944620776103	9.76220973029934e-05	0.979730945004616	0.997624329922123	0.940454783919857	0.0936854845518068	0.915324501700265	OBG	protein
CHOYP_PSMD2.3.3.m.59658	PropTest	-0.127860348371627	0.0402334132753142	-0.128854751189098	-0.0961798474015323	-1.63455272489252	-0.091318779869682	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0936854845518068	0.918369483840077	PSMD2	protein
CHOYP_RCC1.1.1.m.15249	PropTest	0.384597435456127	0.175035765966756	0.103372030251926	-0.388579172494366	-2.73356273072369	-0.996966208627569	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0251050970700026	0.915324501700265	RCC1	protein
CHOYP_RL24.6.9.m.43123	PropTest	1.88094554900372	0.143326906239418	-0.261858376349623	-0.0534623058504629	0.711222111949207	-0.116265136999913	0.000755688264946567	0.971021389430923	0.997624329922123	0.940454783919857	0.739773937690257	0.918369483840077	MANA	protein
CHOYP_RL40.1.7.m.3623	ASCA	0.185800130532136	0.00582338248948311	0.143578352646946	-0.865017216437353	-0.951742900773223	-1.81141055547149	0.972056752910786	0.994535717910183	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	Y1388	protein
CHOYP_RN45S.2.5.m.14111	ASCA	-0.0910400748266884	0.0230326725217056	0.117106141285754	-0.318735183880257	0.474521853928874	0.498444707115295	0.972056752910786	0.977938630598919	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	HEXP	protein
CHOYP_ROAA.3.6.m.39522	ASCA	0.0223013982492564	0.0420435704022362	-0.0190161520658201	-0.0955835692195013	0.275122997142534	0.176516612227933	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	ROAA	protein
CHOYP_RS3A.4.15.m.15367	ASCA	0.0292541588910229	-0.382134582733077	-0.147730507182025	-0.387395179780486	-0.307886710998498	0.262246486253817	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	RS3A	protein
CHOYP_RS9.9.13.m.44486	PropTest	4.97339179776831	0.0177960241555581	0.0456031930836476	-0.39673769588153	-1.16324700596693	0.106127284336535	6.5212626914953e-05	0.979730945004616	0.997624329922123	0.940454783919857	0.775084662365426	0.918369483840077	ELDP2	protein
CHOYP_S4A10.3.4.m.28397	PropTest	0.115410802640737	1.72828940696057	2.77160957525999	2.13498278356265	-1.28877788805079	0.954124190891485	0.972056752910786	0.971021389430923	0.00526795629368467	0.940454783919857	0.775084662365426	0.915324501700265	S4A8	protein
CHOYP_SACS.4.17.m.32398	PropTest	0.115410802640737	0.143326906239418	-0.99392517110299	1.9125903622262	3.29618461267036	2.69108978505769	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0345089455788845	0.915324501700265	SACS	protein
CHOYP_SCP.8.12.m.57173	PropTestASCA	0.208520207032219	0.0322955938506739	-0.283431788297975	0.508200107146863	1.3836474539207	1.0944454792889	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00840339896663466	0.219396733041642	SCP	protein
CHOYP_SMP_045300.1.1.m.927	ASCA	-0.0651614430010836	-0.342099920930824	-0.17449741674481	-0.050883761748687	-2.51117030938724	-1.30891021494231	0.972056752910786	0.971021389430923	0.997624329922123	0.966894670166965	0.775084662365426	0.915324501700265	ZASP	protein
CHOYP_SPTCA.1.2.m.1905	PropTest	0.110057568146531	0.104594511750703	0.0204778940239834	0.0753855124220344	-0.554511443485543	-0.00867719115426624	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.083187655569175	0.971797974480912	SPTCA.1.2.m.1905	protein
CHOYP_SPTCA.2.2.m.25615	ASCA	0.115410802640737	0.133545885446832	0.0495764675335968	0.0793904575993301	-0.536420986502646	-0.00533314615200986	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.107252191404054	0.978532043475465	SPTCA.2.2.m.25615	protein
CHOYP_SSPO.12.14.m.53188	PropTest	-1.90695701038772	-0.856673093760582	-0.372436794356719	-0.388579172494366	0.881147113391519	1.27605228577885	0.000196616095417859	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	ZAN	protein
CHOYP_SYRC.1.2.m.36309	PropTest	-0.00488343107697453	-0.170781684188645	0.00607482889701139	-0.19593409455197	-3.22737734338665	-3.0093499330834	0.991419366033982	0.971021389430923	0.997624329922123	0.940454783919857	0.0175439669799206	0.01375527554851	SYRC	protein
CHOYP_TBA1.2.9.m.9962	ASCA	-0.273631488105162	-0.239289115347049	-0.19555903227264	0.212150644085106	0.267615460473592	0.0630585624446489	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.918369483840077	TBA3.2.9.m.9962	protein
CHOYP_TBA1.7.9.m.44107	PropTest	-0.365369659673139	-0.0482281111744367	0.240295537226067	-0.0170203098824029	-0.126270358170964	-0.124947380099714	0.0742099957840357	0.971021389430923	0.997624329922123	0.954017433245487	0.775084662365426	0.915324501700265	TBA1	protein
CHOYP_TBA2.1.1.m.955	PropTest	-0.502827852954717	-0.0979435253027194	-0.119456053186848	0.0419838839424571	-0.173300670630858	-0.327172421335037	3.48225329030521e-05	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	TBA1A	protein
CHOYP_TBA3.1.1.m.5111	ASCA	-0.572121431720967	0.0157768565189071	0.271535972125345	-0.0202954419152634	0.0591454153695139	-0.495788349665819	0.201582421094608	0.971021389430923	0.997624329922123	0.966894670166965	0.896867083510058	0.915324501700265	TBA3.1.1.m.5111	protein
CHOYP_TBB2.2.2.m.53001	PropTest	-0.233043586756812	0.0272298413165473	-0.0258092321227759	0.0156838551903018	-0.861356664316117	-0.146853456833336	0.972056752910786	0.971021389430923	0.997624329922123	0.966894670166965	0.0494869211384866	0.915324501700265	TBB4	protein
CHOYP_TBB4.1.1.m.40048	PropTest	-0.125597296863058	-0.0540313253260072	0.0210251703629822	-0.215514463521486	-1.55467194802383	-0.56189095611218	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	9.75476932757928e-06	0.915324501700265	TBB.1.1.m.40048	protein
CHOYP_TBB4B.1.7.m.12262	PropTestASCA	-0.108468933302582	0.128680130275017	-0.0332514913090591	0.167345290295426	-0.692500074101803	-0.523309845525228	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.000252337109527422	0.0154767934908362	TBB.1.7.m.12262	protein
CHOYP_TBB4B.7.7.m.63980	PropTestASCA	-0.214873844602252	0.0604338978910732	-0.0303539580577148	0.0747630879443264	-0.590687016872598	-0.443144790826373	0.229455382945057	0.971021389430923	0.997624329922123	0.940454783919857	0.000252337109527422	0.0248213329454825	TBB.7.7.m.63980	protein
CHOYP_TITIN.19.19.m.66288	PropTest	-0.218326594536258	-0.150404296817293	-0.274033090295725	-0.488660185322569	-1.49231128213593	-0.0543373878567106	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0604327771916982	0.919219110471108	UNC22.19.19.m.66288	protein
CHOYP_TITIN.8.19.m.35861	PropTest	-0.306415862300745	-0.0265980952028935	-0.176403222888387	-0.308215808218297	-1.48342531890434	-0.201995011025797	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0128281616811246	0.915324501700265	TITIN.8.19.m.35861	protein
CHOYP_TLN1.4.4.m.33719	PropTest	0.174038532611446	0.163135387319598	0.110097893440239	0.00569976661768123	-0.825121683551771	-0.736081469857008	0.972056752910786	0.971021389430923	0.997624329922123	0.986448281768165	0.0106644155182331	0.0473475128192808	TLN1	protein
CHOYP_TPP2.1.1.m.24017	PropTest	0.173126300497025	-0.129691588166998	-0.123985711667363	-0.582174329523379	-2.22737734338665	-0.348438579128946	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00915433453528354	0.915324501700265	TPP2	protein
CHOYP_TVAG_268110.13.13.m.65590	PropTest	-0.0545141988015745	0.427119872240009	0.684146734009648	1.59066226733884	1.79868495319955	-0.0271392465269287	0.972056752910786	0.971021389430923	0.997624329922123	0.110636064912374	0.000188753210360534	0.959931573500417	IFT74	protein
CHOYP_TVAG_355490.15.22.m.47579	PropTest	0.0266015356828815	0.27457143951767	1.00607482889701	2.32762786150504	2.35507830172393	-0.478835216384621	0.972056752910786	0.971021389430923	0.997624329922123	2.99488011519935e-07	3.15239572519741e-10	0.915324501700265	RAD50.15.22.m.47579	protein
CHOYP_TVAG_355490.16.22.m.50235	PropTest	0.219747462455473	0.31325190768173	1.13160571098087	2.61713447870003	2.34057873202882	-0.79433704211255	0.972056752910786	0.971021389430923	0.997624329922123	5.94516713072473e-05	1.65875852117342e-06	0.915324501700265	RAD50.16.22.m.50235	protein
CHOYP_TVAG_355490.6.22.m.13410	PropTest	-0.147623603193057	0.27457143951767	0.453533805868232	2.09316260786802	2.49781847384001	-0.540235761048764	0.972056752910786	0.971021389430923	0.997624329922123	0.0112899053481263	9.17159515746422e-05	0.915324501700265	CENPF	protein
CHOYP_TYRO.1.1.m.38876	PropTest	2.4373388975281	0.416345400645834	0.0491435507888962	-0.409337732661164	-1.40425510547073	-2.47883521638462	0.00531822834236582	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	TYRO	protein
CHOYP_U5S1.1.1.m.49230	PropTest	0.00351792256984051	-0.107216555411179	-0.274033090295725	-0.171177995466399	-2.13677479460574	-0.272384338917195	0.992458085144585	0.971021389430923	0.997624329922123	0.940454783919857	0.0439502935135052	0.915324501700265	U5S1	protein
CHOYP_VIGLN.1.2.m.34766	PropTest	0.1528855080594	-0.0694794662678317	-0.0922272447147936	-0.0874096377738018	-0.857620723408672	-0.00078791957997737	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0460739489975388	0.997216008018282	VIGLN	protein
CHOYP_ZFR.1.1.m.57469	PropTest	0.466883173142114	0.0308521769810053	-0.181552174278761	-1.43136403899116	-4.0961328101084	-1.2019950110258	0.972056752910786	0.971021389430923	0.997624329922123	0.363307776413514	0.014788456139054	0.915324501700265	ZFR	protein
