D_11_T_23_adj.ChiSq.pval,D_11_T_23_ChiSq.pval,D_11_T_23_FC,D_11_T_23_logFC,D_11_T_29_adj.ChiSq.pval,D_11_T_29_ChiSq.pval,D_11_T_29_FC,D_11_T_29_logFC,D_13_T_23_adj.ChiSq.pval,D_13_T_23_ChiSq.pval,D_13_T_23_FC,D_13_T_23_logFC,D_13_T_29_adj.ChiSq.pval,D_13_T_29_ChiSq.pval,D_13_T_29_FC,D_13_T_29_logFC,D_3_T_23_adj.ChiSq.pval,D_3_T_23_ChiSq.pval,D_3_T_23_FC,D_3_T_23_logFC,D_3_T_29_adj.ChiSq.pval,D_3_T_29_ChiSq.pval,D_3_T_29_FC,D_3_T_29_logFC,D_5_T_23_adj.ChiSq.pval,D_5_T_23_ChiSq.pval,D_5_T_23_FC,D_5_T_23_logFC,D_5_T_29_adj.ChiSq.pval,D_5_T_29_ChiSq.pval,D_5_T_29_FC,D_5_T_29_logFC,D_7_T_23_adj.ChiSq.pval,D_7_T_23_ChiSq.pval,D_7_T_23_FC,D_7_T_23_logFC,D_7_T_29_adj.ChiSq.pval,D_7_T_29_ChiSq.pval,D_7_T_29_FC,D_7_T_29_logFC,D_9_T_23_adj.ChiSq.pval,D_9_T_23_ChiSq.pval,D_9_T_23_FC,D_9_T_23_logFC,D_9_T_29_adj.ChiSq.pval,D_9_T_29_ChiSq.pval,D_9_T_29_FC,D_9_T_29_logFC,evalue,type,name,protein_ID,TempPC2,TimePC12,TimexTempPC12
1.13E-04,2.46E-06,-0.959966073,-4.642633068,1.10E-04,2.40E-06,-0.960037117,-4.645195533,5.67E-04,1.26E-05,-0.953971103,-4.441316317,2.05E-05,4.31E-07,-0.964860195,-4.83075,0.986700297,0.401712355,-0.213564,-0.346598731,1.07E-04,9.05E-07,-0.962925591,-4.753432503,4.36E-05,5.10E-07,-0.964441665,-4.813668417,1.19E-04,1.94E-06,-0.960701509,-4.669382285,5.32E-05,8.16E-07,-0.96320858,-4.764486815,3.11E-04,6.81E-06,-0.956425179,-4.520361465,5.46E-05,1.00E-06,-0.962642881,-4.742472985,6.89E-05,1.63E-06,-0.961237927,-4.689210454,2.6,protein,SHRM2_XENTR,CHOYP_contig_023655.m.26913,,0.027433171,0.035477877
4.70E-04,1.26E-05,8.007633466,3.171148123,0.008225987,3.28E-04,5.83365295,2.772656982,0.023937696,9.42E-04,5.213901099,2.63549928,0.005387517,2.43E-04,5.957681412,2.79860662,0.003628319,1.60E-06,9.29516218,3.363894652,7.15E-07,3.60E-09,13.3477962,3.842757253,4.52E-06,3.58E-08,11.8010006,3.678184679,1.98E-07,1.79E-09,13.85482948,3.892860139,7.90E-07,6.95E-09,12.90715691,3.79775561,5.30E-09,3.00E-11,16.64780234,4.141416633,2.92E-06,3.93E-08,11.77613476,3.67537953,1.30E-07,1.41E-09,14.00092233,3.906979302,3.3,protein,TILS_PROMM,CHOYP_contig_023710.m.26965,,0.03920472,0.041235788
0.049490347,0.002744278,-0.855877865,-2.794636161,0.017104486,8.07E-04,-0.928066811,-3.797198627,0.04290406,0.002033802,-0.917147985,-3.593319411,0.048802963,0.003270713,-0.810245052,-2.397790592,0.986700297,0.381562587,-0.2922076,-0.498601824,0.419915529,0.025488868,-0.666330321,-1.583507502,0.035753309,0.001204814,-0.871989994,-2.965671511,0.018688405,7.17E-04,-0.929262717,-3.821385378,0.03423737,0.001541177,-0.867550887,-2.916489908,0.032731688,0.001441502,-0.921565323,-3.672364559,0.034999358,0.00171637,-0.865514371,-2.894476079,0.01370552,6.50E-04,-0.930228268,-3.841213548,3.3,protein,SYL_CHLTE,CHOYP_contig_023897.m.27203,,0.030144628,0.03314303
0.461075631,0.057859107,-0.613958566,-1.373172393,0.615167739,0.105196545,-0.537572357,-1.112700452,0.300524378,0.025431021,-0.733689953,-1.908821237,0.418004012,0.056501234,-0.593382255,-1.298254919,0.986700297,0.659764938,0.171993909,0.228965072,0.999430996,0.302067625,0.43001291,0.516028172,0.982201279,0.28777657,0.440112567,0.526181585,0.973152019,0.501777926,-0.242100537,-0.39992161,0.996246022,0.833862348,-0.077586531,-0.116514516,0.938232479,0.67405519,-0.15962846,-0.25090079,0.914828885,0.20799535,-0.423633019,-0.794940405,0.56813392,0.091489791,-0.551467439,-1.156715373,0.077,protein,CO2A1_MOUSE,CHOYP_contig_025684.m.29301,,0.035695744,
1.13E-04,2.46E-06,-0.959966073,-4.642633068,1.10E-04,2.40E-06,-0.960037117,-4.645195533,5.67E-04,1.26E-05,-0.953971103,-4.441316317,2.05E-05,4.31E-07,-0.964860195,-4.83075,0.986700297,0.685285535,-0.106322727,-0.16217416,0.141246288,0.005239237,-0.629255912,-1.431504408,1.50E-04,2.00E-06,-0.92888333,-3.813668417,1.19E-04,1.94E-06,-0.960701509,-4.669382285,5.32E-05,8.16E-07,-0.96320858,-4.764486815,3.11E-04,6.81E-06,-0.956425179,-4.520361465,5.46E-05,1.00E-06,-0.962642881,-4.742472985,6.89E-05,1.63E-06,-0.961237927,-4.689210454,7.36E-04,protein,NCAN_MOUSE,CHOYP_contig_026477.m.30166,,0.039117696,0.037316565
0.963868456,0.767698996,-0.056655113,-0.084142779,0.966102556,0.492199375,0.137852262,0.186313251,0.924704431,0.680776022,0.084608192,0.117173972,0.975610915,0.716573661,0.069527887,0.096974099,0.986700297,0.288992115,0.210851461,0.276021896,0.999430996,0.845888493,0.037409366,0.052985299,0.982201279,0.83075908,-0.039924955,-0.058780915,0.973152019,0.25054912,0.234687126,0.304145504,0.996246022,0.952251069,0.011429594,0.016395896,0.922964347,0.250789131,0.240693983,0.311147319,0.995145093,0.963998411,0.008642218,0.012414517,0.977637038,0.536613199,0.122690593,0.166960384,1.50E-86,protein,PDLI5_MOUSE,CHOYP_contig_032576.m.37192,,0.030170354,
0.00405801,1.44E-04,16.29465626,4.112254434,0.068226216,0.004486648,9.789978342,3.431620064,0.002750551,7.61E-05,17.6417033,4.22046178,0.008399043,4.14E-04,14.18039581,3.924137502,0.149597469,3.63E-04,14.44274327,3.948857153,5.21E-04,7.01E-06,22.02320785,4.525016955,0.002385307,5.04E-05,18.2015009,4.26314718,0.00357597,9.67E-05,17.03800722,4.172968058,0.008343476,2.90E-04,14.89389361,3.990400688,0.00242104,6.73E-05,17.8243225,4.234526037,0.001870973,5.25E-05,18.16420213,4.26034203,0.048998438,0.003012729,10.51233574,3.525108667,1,protein,TLP_BACHD,CHOYP_contig_033285.m.37973,-0.03598587,0.030249191,
0.004586841,1.66E-04,1.673844882,1.418915772,2.61E-04,6.31E-06,2.123414783,1.643124169,0.020902731,7.96E-04,1.48556044,1.313571185,2.07E-04,5.53E-06,2.096001777,1.630406299,0.986700297,0.069656366,0.676350421,0.745323759,0.158487499,0.006177684,1.107387446,1.07545558,0.042049299,0.001443412,1.324392214,1.216853527,9.47E-04,2.04E-05,1.959796851,1.565498158,4.38E-06,5.01E-08,2.712060679,1.892220294,3.63E-05,5.97E-07,2.467638355,1.793953446,1.17E-06,1.41E-08,2.875309573,1.954311562,6.22E-06,1.10E-07,2.635474444,1.862143654,0.12,protein,MDM2_CANLF,CHOYP_contig_038370.m.43386,,0.051070363,0.040633608
0.011053691,4.63E-04,1.856706614,1.514352878,0.077289138,0.005247848,1.38920949,1.256533357,0.266743464,0.021264348,1.130480377,1.091178763,0.839865598,0.186747752,0.558701355,0.640344536,0.986700297,0.788594939,0.103053091,0.141502231,0.999430996,0.235507318,0.501513556,0.5864175,0.549822187,0.057381166,0.851573301,0.888751665,0.909671434,0.174087756,0.591588873,0.670467718,0.12846617,0.008496568,1.27055623,1.183045766,0.119873324,0.007038959,1.353040312,1.234526037,0.300929907,0.028643775,1.017284435,1.012414517,0.021111715,0.001062579,1.691195368,1.428247127,1.8,protein,ATPF_CHAGL,CHOYP_contig_039285.m.44499,,0.049593703,0.038392926
2.66E-08,2.34E-10,15.21374024,4.01914503,4.90E-04,1.29E-05,7.991648619,3.168585658,1.94E-04,3.63E-06,8.942241758,3.313571185,6.88E-04,2.24E-05,7.538972642,3.094062504,0.780881105,0.005891219,3.825857272,2.270785248,5.21E-04,7.01E-06,8.342751013,3.22384742,1.35E-04,1.73E-06,9.24080048,3.356256584,1.78E-05,2.21E-07,10.67165173,3.544936836,1.78E-05,2.33E-07,10.58929743,3.534721204,4.15E-07,3.45E-09,13.51041526,3.859016902,1.88E-05,3.01E-07,10.43127847,3.514914857,8.97E-06,1.64E-07,10.8611944,3.568177389,0.022,protein,TRPD_PHEZH,CHOYP_contig_039966.m.45203,,,0.028355867
0.001347178,3.96E-05,1.371041583,1.245520965,0.001917335,5.91E-05,1.332027577,1.221584849,0.198361224,0.014149493,0.763946118,0.818806493,5.87E-08,7.06E-10,2.274803128,1.711408179,0.986700297,0.818646671,0.058575144,0.082123684,0.999430996,0.132137082,0.42078702,0.506690307,0.001675491,3.45E-05,1.353732368,1.234950288,1.26E-04,2.16E-06,1.635534262,1.398095447,5.91E-05,9.21E-07,1.691707789,1.4285218,1.26E-07,8.69E-10,2.339799153,1.739761345,0.025106014,0.001126977,1.017284435,1.012414517,6.37E-04,1.93E-05,1.430757106,1.281405739,2.1,protein,NCAP_HRSV1,CHOYP_contig_041958.m.48141,0.101843415,0.209384767,0.139235768
0.007571053,2.89E-04,2.152671713,1.65657495,0.003436703,1.23E-04,2.326909989,1.734182834,0.012814708,4.65E-04,2.106950549,1.63549928,0.112040267,0.009100772,1.371936845,1.246065597,0.986700297,0.930796857,-0.034828546,-0.051142847,0.144004876,0.005419391,1.502522593,1.323383094,0.068473943,0.002746534,1.640206374,1.400650703,0.031052968,0.001311932,1.829491329,1.500542716,0.040748293,0.001880375,1.731762965,1.449832306,2.24E-05,3.40E-07,3.509993932,2.173125492,0.023749837,0.001063114,1.857819616,1.514914857,0.014138823,6.76E-04,1.9652986,1.568177389,2.6,protein,PARE_HAEIN,CHOYP_contig_043238.m.49940,,0.041407626,0.044357953
0.018979275,8.93E-04,-0.729770996,-1.887745566,0.004099401,1.52E-04,-0.807321815,-2.375734858,3.98E-04,8.30E-06,-0.955614992,-4.493783737,0.002287051,8.57E-05,-0.796691128,-2.298254919,0.986700297,0.494805166,-0.172710182,-0.273535269,0.165698416,0.006542729,-0.60674645,-1.346468305,0.009014184,2.41E-04,-0.759981239,-2.058780915,2.35E-04,4.50E-06,-0.924210054,-3.721849705,3.14E-04,6.51E-06,-0.893567677,-3.231991734,0.001894275,5.07E-05,-0.873944269,-2.987866384,9.77E-04,2.46E-05,-0.855908255,-2.794940405,0.01370552,6.35E-04,-0.738356006,-1.934322952,3.1,protein,TSR1_DROME,CHOYP_contig_047707.m.56320,,0.03765411,0.039682944
3.93E-04,1.04E-05,-0.954961833,-4.472708067,3.95E-04,1.02E-05,-0.955041757,-4.475270532,0.001716434,4.45E-05,-0.948217491,-4.271391316,2.95E-04,8.57E-06,-0.920935438,-3.660824998,0.986700297,0.297905224,-0.276121409,-0.466180347,0.071580752,0.002283146,-0.708039031,-1.77615258,0.009898599,2.74E-04,-0.799984366,-2.321815321,4.14E-04,8.43E-06,-0.955789198,-4.499457284,6.50E-04,1.48E-05,-0.917219304,-3.594561813,0.003150742,9.07E-05,-0.901956654,-3.350436464,0.002035448,5.84E-05,-0.873919723,-2.987585483,0.00233668,8.69E-05,-0.869178003,-2.934322952,0.9,protein,GYS1_YEAST,CHOYP_contig_048973.m.58107,,,0.025434687
7.15E-07,8.45E-09,8.295877737,3.216591094,0.003259322,1.12E-04,4.394989171,2.431620064,0.010419659,3.67E-04,3.971120879,2.313571185,0.059952473,0.004108399,2.795098952,1.924137502,0.986700297,0.10416444,1.316411491,1.211891558,0.037924072,0.001058612,3.404439763,2.138958523,0.006429372,1.60E-04,4.184405243,2.374178492,0.001274751,2.97E-05,4.941931792,2.570932044,2.97E-04,6.12E-06,5.556231115,2.712866712,2.64E-05,4.21E-07,6.76503303,2.956992061,0.001972556,5.61E-05,4.648396418,2.497841344,4.42E-04,1.29E-05,5.279455858,2.650639549,0.27,protein,TRPD_HYPNA,CHOYP_contig_055984.m.66583,,0.057644821,0.036690557
0.963868456,0.494012426,0.164063402,0.219169638,0.436703278,0.059907365,-0.391334555,-0.716278631,0.973307418,0.959478204,-0.012149056,-0.017634724,0.975610915,0.53576781,0.143395197,0.193324135,0.986700297,0.42378626,0.187903329,0.248417434,0.999430996,0.579909406,0.129343529,0.175484399,0.982201279,0.966948436,0.009309663,0.01336887,0.973152019,0.301584961,0.25150578,0.323664954,0.996246022,0.300668294,0.248078184,0.319708313,0.066364391,0.00341293,0.810031009,0.856014414,0.995145093,0.709798774,0.08623008,0.119329721,0.952983286,0.282733842,0.261258228,0.334863681,3.32E-18,protein,COX5B_BOVIN,CHOYP_COX5B.3.3.m.38557,,0.035229175,0.038548131
0.963868456,0.309504805,-0.207328255,-0.335204543,0.053032731,0.003192397,-0.544423137,-1.134233614,0.298337974,0.024983414,-0.447653236,-0.856353817,0.153788422,0.013226616,-0.45181904,-0.867275876,0.986700297,0.660745184,0.093860982,0.129429398,0.999430996,0.265398928,-0.221437416,-0.361115081,0.456801309,0.041757142,-0.381284971,-0.692653016,0.354924143,0.032042693,-0.41052264,-0.762491689,0.926935591,0.205014423,-0.249455024,-0.413989567,0.938232479,0.439814353,-0.163363445,-0.257327059,0.445817466,0.050787203,-0.372400398,-0.672083657,0.977637038,0.912876413,-0.023195755,-0.033858626,3.51E-81,protein,H2A_PENVA,CHOYP_CPIPJ_CPIJ012408.1.1.m.10724,,0.033507473,0.02833058
0.526248793,0.070418679,0.398832491,0.484223212,0.814763138,0.177541119,0.290566037,0.368003965,0.422965545,0.044743285,0.462094376,0.548036438,0.975610915,0.563506639,0.116205574,0.158602756,0.986700297,0.857890323,-0.034828546,-0.051142847,0.999430996,0.917427836,0.020636665,0.029469375,0.982201279,0.364495356,0.185975056,0.246073666,0.944497897,0.20791901,0.269110082,0.343817213,0.996246022,0.653385965,0.090757405,0.125330268,0.938232479,0.355016797,0.199589179,0.262540413,0.974861123,0.279781409,0.2261925,0.294185485,0.391142114,0.047853801,0.43647683,0.522534723,8.89E-143,protein,RS4X_DANRE,CHOYP_CTL2.1.2.m.3858,,,0.051382112
0.963868456,0.60966119,0.080916016,0.112254434,0.966102556,0.513381826,0.104090807,0.142858833,0.924704431,0.236444372,0.199427421,0.262345861,0.975610915,0.903660737,-0.018128469,-0.026393821,0.986700297,0.487435577,-0.102166089,-0.155479507,0.999430996,0.335531474,0.152324357,0.204546864,0.982201279,0.542709565,0.094039005,0.129664174,0.973152019,0.357394448,0.147424536,0.198399274,0.996246022,0.400981695,0.131977888,0.178845777,0.779837452,0.144223807,0.244922491,0.316055922,0.995145093,0.467135199,0.114197798,0.15600537,0.632199223,0.105088316,0.265626762,0.339852011,2.70E-166,protein,RSSA_PINFU,CHOYP_CUL3B.1.1.m.61644,-0.027386619,,0.068229178
0.299016767,0.030679955,1.432061036,1.282179436,0.213326942,0.020546767,1.562619856,1.357619482,0.873637448,0.165517736,0.86417033,0.898533685,0.975610915,0.718831195,0.185968423,0.246065597,0.986700297,0.231571103,0.689050045,0.756212075,0.999430996,0.274195742,0.626639685,0.701894717,0.982201279,0.318279861,0.560121948,0.641658803,0.852483098,0.155942027,0.856853685,0.892860139,0.996246022,0.379080013,0.490052526,0.575363188,0.968664269,0.955266423,0.029455137,0.041880959,0.242112386,0.021979774,1.521605544,1.334342612,0.138339301,0.011167337,1.747261938,1.457994471,9.49E-06,protein,CYTC_RAT,CHOYP_CYT5.1.1.m.29962,,,0.027890597
0.088284503,0.005883413,-0.901734908,-3.347177184,0.082557412,0.005830058,-0.901909288,-3.34973965,0.167474647,0.011514479,-0.88701998,-3.145860434,0.044322448,0.002892714,-0.913747751,-3.535294116,0.986700297,0.747838034,0.140657173,0.189865252,0.258613064,0.012616858,-0.817998357,-2.45797662,0.073509365,0.003096396,-0.91272045,-3.518212534,0.094879097,0.005345755,-0.903540068,-3.373926401,0.070359567,0.003751095,-0.909693786,-3.469030931,0.139897588,0.008935996,-0.893043622,-3.224905582,0.069922536,0.004079474,-0.908305253,-3.447017102,0.073663806,0.004973905,-0.904856729,-3.393754571,3.09E-16,protein,CYTA_HUMAN,CHOYP_CYTA.1.1.m.10540,,0.029738433,0.032023348
0.002609717,8.60E-05,1.061281705,1.043541684,1.03E-04,2.19E-06,1.333646479,1.222586025,3.32E-05,4.50E-07,1.48556044,1.313571185,3.79E-04,1.14E-05,1.18438835,1.127229368,0.986700297,0.57879071,0.122292389,0.166448588,0.896255897,0.111905206,0.373477516,0.457833293,0.073509365,0.003084915,0.741531477,0.800356549,0.065745074,0.003273614,0.75198155,0.808987582,0.018780899,7.34E-04,0.871228754,0.903985936,8.73E-04,2.13E-05,1.188874709,1.130189377,0.033392186,0.001622886,0.806173273,0.852936303,0.00460924,1.81E-04,0.995796048,0.996964298,7.47E-150,protein,DMBT1_HUMAN,CHOYP_DMBT1.13.34.m.27666,,0.025373308,
0.963868456,0.292875185,-0.231980726,-0.380785577,0.983343519,0.978865196,-0.006186205,-0.008952527,0.970665841,0.954679155,0.013847021,0.019839982,0.945856378,0.258213407,0.273355569,0.348635331,0.986700297,0.615170542,-0.111026292,-0.169787344,0.999430996,0.72868819,-0.078017992,-0.117189498,0.982201279,0.519266681,-0.140985486,-0.219245587,0.973152019,0.625267288,0.116904472,0.159505799,0.996246022,0.259772464,-0.241903101,-0.399545831,0.938232479,0.86532183,-0.040207241,-0.059205166,0.995145093,0.495712108,-0.15061708,-0.235512997,0.977637038,0.668917042,0.101658922,0.139677629,3.20E-70,protein,GDIR1_BOVIN,CHOYP_DSEC_GM19691.1.1.m.30070,0.042772649,,
0.267392159,0.0265274,-0.864885498,-2.887745566,0.966102556,0.3059113,-0.460501083,-0.890308031,0.410744334,0.043331384,-0.844652473,-2.686428815,0.642742555,0.110639326,-0.644209473,-1.490899997,0.986700297,0.042836887,1.292282204,1.196784666,6.90E-04,9.55E-06,3.754792926,2.249382512,0.381838054,0.030727569,1.400187612,1.26314718,0.018688405,7.02E-04,2.581074964,1.840392719,0.996246022,0.989382093,-0.006631649,-0.009599312,0.938232479,0.744808226,0.176520156,0.234526037,0.995145093,0.414175078,-0.369598614,-0.665657388,0.952983286,0.281850148,-0.476712012,-0.934322952,8.96E-16,protein,HSPB1_BOVIN,CHOYP_DSIM_GD24875.1.1.m.66201,0.035070268,0.092203043,
0.695390264,0.122703442,-0.339440212,-0.598238949,0.204407178,0.019533441,-0.490473245,-0.972770191,0.924704431,0.588298374,0.139215201,0.188040303,0.975610915,0.91431331,-0.024870408,-0.036334133,0.986700297,0.760804262,0.072412727,0.100860246,0.999430996,0.721074318,-0.082408383,-0.124075883,0.982201279,0.954534586,-0.013256204,-0.019252551,0.973152019,0.908333397,-0.027362356,-0.040025665,0.996246022,0.838423082,0.048555481,0.0684032,0.907257191,0.242029877,0.307244618,0.38652913,0.995145093,0.408829246,0.204767093,0.26875427,0.590551024,0.095789114,-0.360425792,-0.644816335,1.37E-117,protein,SET_HUMAN,CHOYP_DUOX1.4.4.m.44613,,0.027062536,0.027015034
0.686355429,0.11367339,-0.29324722,-0.500722443,0.008027679,3.19E-04,-0.605750791,-1.342820236,0.423710086,0.045498354,-0.37860989,-0.686428815,0.129202486,0.010900901,-0.434384291,-0.822105905,0.986700297,0.497066759,-0.127633493,-0.196993714,0.999430996,0.30454016,-0.191492701,-0.306667297,0.068473943,0.002745367,-0.501499496,-1.004333131,0.090732259,0.004821756,-0.489875361,-0.971078311,0.996246022,0.592137883,-0.102147837,-0.155450179,0.298259728,0.025389392,-0.411739922,-0.765473963,0.639975308,0.095796023,-0.301709234,-0.5181002,0.977637038,0.356732509,-0.174815096,-0.277210666,1.10E-68,protein,H2B7_CHICK,CHOYP_DVIR_GJ23521.1.1.m.2757,-0.030612037,0.044675651,0.046294328
0.963868456,0.827932455,0.042311873,0.059787014,0.239500898,0.023730254,0.483622022,0.569123588,0.924704431,0.210392627,0.264972724,0.339106277,0.965866495,0.300459413,0.202910829,0.2665297,0.986700297,0.44395219,-0.138239773,-0.21464158,0.999430996,0.318424498,0.197635812,0.260189267,0.982201279,0.97592432,-0.005636561,-0.008154842,0.973152019,0.753717696,0.061059248,0.085505217,0.996246022,0.674795187,-0.077586531,-0.116514516,0.938232479,0.721223675,0.071473714,0.099596457,0.995145093,0.888782574,0.026653686,0.037949609,0.211321836,0.02008793,0.495108538,0.580250221,2.15E-30,protein,EXC4_CAEEL,CHOYP_DWIL_GK25045.1.2.m.9225,0.033161258,,
1.40E-08,1.09E-10,0.440551642,0.52662138,1.79E-04,4.16E-06,0.305627491,0.38474334,1.44E-05,1.70E-07,0.362900241,0.446679966,0.020519942,0.00119203,0.204485402,0.268416908,0.986700297,0.310922901,0.0620474,0.086848156,3.45E-04,4.07E-06,0.300567504,0.379141282,0.073509365,0.003042055,0.18670986,0.246967253,0.002421903,6.30E-05,0.262226615,0.335970949,0.86977641,0.149829458,0.089381649,0.123509469,0.012897059,4.72E-04,0.233378007,0.302615027,0.464359513,0.057296967,0.119255398,0.162539276,5.36E-07,6.74E-09,0.388950273,0.473994949,0,protein,EF1A_DANRE,CHOYP_EF1A.2.4.m.50858,0.057213194,0.099028117,0.153900639
0.002249041,7.06E-05,0.391572981,0.476716573,0.264712818,0.029330701,0.206438523,0.270754402,0.001176808,2.84E-05,0.428707969,0.514711057,0.242500573,0.024789761,0.206512757,0.27084317,0.986700297,0.224841156,0.109567184,0.149997025,0.005866861,1.19E-04,0.3714612,0.455713808,1.01E-06,6.32E-09,0.579966019,0.65989353,7.16E-08,5.85E-10,0.637540258,0.711530374,0.005480825,1.74E-04,0.360992859,0.444659497,0.074740863,0.003975278,0.283055446,0.359583516,1.12E-07,1.03E-09,0.6201812,0.696155172,0.11768005,0.008863366,0.248474491,0.320166345,0,protein,EF2_CAEEL,CHOYP_EF2.5.5.m.39855,,0.059673087,
0.010090863,4.12E-04,0.777099213,0.829524227,0.966102556,0.335591013,0.188726428,0.249416733,0.924704431,0.560404793,0.116395791,0.15884859,0.464010287,0.063961197,0.36687886,0.450885389,0.16566963,5.97E-04,0.73403685,0.794134558,0.271884322,0.013401063,0.509996683,0.59454538,0.003913625,9.01E-05,0.855060256,0.89146605,0.560256181,0.07049918,0.366788184,0.450789681,0.707664626,0.113005668,0.313266633,0.393159857,0.938232479,0.74009822,-0.062772079,-0.093528161,0.751584518,0.130131005,0.299267941,0.377698981,0.193187162,0.018072582,0.490040373,0.575351421,7.88E-71,protein,IF5A1_RABIT,CHOYP_EIF5A.1.3.m.22684,-0.092176852,0.026899583,0.128767881
0.894968822,0.224726863,0.486259522,0.571686053,0.966102556,0.829673377,0.078997834,0.109691969,0.924704431,0.818773615,0.087432692,0.120926107,0.975610915,0.610520271,-0.169822104,-0.268507575,0.986700297,0.780747759,-0.095151761,-0.144252252,0.999430996,0.859518308,0.063572102,0.08891784,0.982201279,0.908241499,-0.039924955,-0.058780915,0.973152019,0.315994824,0.392640264,0.47782264,0.996246022,0.842933119,-0.068717171,-0.102708717,0.895336205,0.186907433,0.544182705,0.62684346,0.995145093,0.842411263,0.071682356,0.099877358,0.977637038,0.421692643,0.30821997,0.387605143,3.67E-48,protein,ELOB_RAT,CHOYP_ELOB.1.1.m.56270,,,0.036125009
0.242777844,0.022406505,0.320135134,0.400685617,0.237428291,0.023286064,0.317792437,0.398123152,0.924704431,0.348363433,0.130726266,0.177249713,0.728370227,0.135992847,0.197633686,0.260186706,0.986700297,0.47955723,0.091751317,0.126644272,0.999430996,0.654752085,-0.056425908,-0.083792288,0.997372524,0.996361516,-5.78E-04,-8.34E-04,0.973152019,0.299225457,0.139334111,0.188190881,0.996246022,0.401499989,-0.104340012,-0.158976936,0.323562968,0.029048656,0.311530666,0.391251541,0.995145093,0.845309906,0.025177336,0.03587349,0.820621675,0.173706021,0.183831842,0.243464167,0,protein,ENO_DORPE,CHOYP_ENO.1.2.m.7681,0.029724384,0.027468259,0.034729116
2.08E-04,4.90E-06,22.78015235,4.571686053,4.78E-05,9.37E-07,25.97494586,4.753548159,0.004788096,1.46E-04,16.39892308,4.120926107,0.001563762,5.64E-05,17.97549476,4.246065597,0.986700297,0.334688036,1.895514363,1.533819653,0.999430996,0.179342128,3.004036148,2.001454999,0.593779359,0.066307443,4.76045027,2.526181585,0.090732259,0.00490568,9.610592485,3.407433312,0.110290932,0.006878942,8.933683508,3.312328783,0.004123888,1.24E-04,16.64780234,4.141416633,0.017367475,7.42E-04,13.12099105,3.819769439,0.001801979,6.32E-05,17.83836757,4.235602049,2.04E-13,protein,FABP7_BOVIN,CHOYP_FABP7.2.2.m.29096,,0.086709391,0.028036303
5.87E-04,1.59E-05,0.384269866,0.469125226,3.91E-08,3.48E-10,0.580209731,0.660116051,9.57E-06,1.05E-07,0.499354201,0.584341239,2.99E-07,4.13E-09,0.524160708,0.608015029,0.986700297,0.071021152,0.148865376,0.200209753,0.081905439,0.002646762,0.256104888,0.328956939,0.305536024,0.020783979,0.192351266,0.253809315,0.001470519,3.48E-05,0.365685936,0.449625748,0.344636751,0.032027481,0.179224365,0.237838238,4.03E-05,6.69E-07,0.457366903,0.543364132,0.166153564,0.012764973,0.210370661,0.275448923,1.25E-04,3.16E-06,0.414565594,0.500359076,0,protein,FLNA_DROME,CHOYP_FLNA.2.6.m.11845,0.056976576,,0.076583001
1.47E-05,2.54E-07,0.394896382,0.480157958,9.61E-12,4.83E-14,0.600513454,0.678534804,4.17E-08,2.91E-10,0.509090267,0.593679104,3.35E-09,3.07E-11,0.506744644,0.591434936,0.986700297,0.047819547,0.139821527,0.188807945,0.020762907,5.22E-04,0.253644651,0.32612847,0.147326372,0.007502475,0.190950234,0.252113129,1.41E-04,2.47E-06,0.356640039,0.440037977,0.090843708,0.005220115,0.201502672,0.264839857,9.59E-07,9.04E-09,0.453842764,0.539871248,0.167289728,0.012873295,0.179150783,0.237748214,4.76E-06,7.55E-08,0.41038572,0.496089773,0,protein,FLNA_HUMAN,CHOYP_FLNC.2.5.m.37450,-0.026337867,,0.03664388
0.001545586,4.64E-05,18.45648829,4.282179436,3.55E-04,8.76E-06,21.65895452,4.502009392,0.002750551,7.61E-05,17.6417033,4.22046178,4.62E-05,1.09E-06,25.56569267,4.731492425,0.986700297,0.98000071,-0.034828546,-0.051142847,0.999430996,0.999430996,0.001009037,0.001454999,0.803950447,0.113319307,3.800375225,2.26314718,0.090732259,0.00490568,9.610592485,3.407433312,0.008343476,2.90E-04,14.89389361,3.990400688,0.032731688,0.001481631,11.94172172,3.693957656,0.002921857,8.89E-05,17.15555992,4.182339518,6.86E-04,2.12E-05,19.93151953,4.387605143,7.63E-31,protein,PI15A_DANRE,CHOYP_GLIPR1L1.1.1.m.41745,,0.03919537,
0.109550138,0.007617406,0.30174832,0.380450545,0.017104486,7.80E-04,0.386454206,0.471399966,0.284768722,0.02341742,0.262825062,0.336654798,0.068267603,0.004746886,0.310941439,0.390603241,0.986700297,0.948196164,0.006684205,0.009611184,0.288163376,0.01442085,0.270097488,0.344939237,0.367118807,0.02792205,0.23880651,0.308950869,0.038081016,0.001690798,0.357699468,0.441164169,0.996246022,0.344604769,0.100182152,0.137742404,0.938232479,0.281344453,0.119591761,0.162972776,0.514497175,0.068250285,0.198440484,0.261158265,0.012351442,5.51E-04,0.395434635,0.480714547,0,protein,H90A1_DANRE,CHOYP_HSP90AA1.1.1.m.14867,,0.028284963,
