term	numprots	D3_TNSnorm_magFC	D3_NSAFnorm_magFC	D5_TNSnorm_magFC	D5_NSAFnorm_magFC	D7_TNSnorm_magFC	D7_NSAFnorm_magFC	D9_TNSnorm_magFC	D9_NSAFnorm_magFC	D11_TNSnorm_magFC	D11_NSAFnorm_magFC	D13_TNSnorm_magFC	D13_NSAFnorm_magFC	D3_TNS_NSAF_sum	D3_TNS_NSAF_mean	D5_TNS_NSAF_sum	D5_TNS_NSAF_mean	D7_TNS_NSAF_sum	D7_TNS_NSAF_mean	D9_TNS_NSAF_sum	D9_TNS_NSAF_mean	D11_TNS_NSAF_sum	D11_TNS_NSAF_mean	D13_TNS_NSAF_sum	D13_TNS_NSAF_mean
plasma membrane organization	6	0.8987178093081	1.18415028148542	0.150843354492646	0.488358581189599	0.128681208930768	0.496235073364425	0.469769527912606	0.589127337574745	0.191641352052321	0.321121686860806	0.328075077151277	2.71357495177369	2.08286809079352	1.38857872719568	0.639201935682246	0.426134623788164	0.624916282295193	0.416610854863462	1.05889686548735	0.705931243658234	0.512763038913127	0.341842025942085	3.04165002892496	2.02776668594998
protein binding, bridging	1	0.0404268704820216	0.217812182788114	0.220112101249127	0.321261626101629	0.167272037600874	0.249632646582749	0.229222780969995	0.194389853190597	0.252191233105283	0.404167643512816	0.220306214529783	0.179651054120853	0.258239053270136	0.172159368846757	0.541373727350756	0.360915818233837	0.416904684183623	0.277936456122415	0.423612634160592	0.282408422773728	0.656358876618099	0.437572584412066	0.399957268650636	0.266638179100424
protein folding	11	0.572324056628847	1.0390450745096	0.248933280239714	0.232771351049644	0.231039466082985	0.246331610723857	0.418599770307089	0.414160504043521	0.304471856151906	0.771348886383703	0.484550880987652	1.01545565473818	1.61136913113845	1.07424608742563	0.481704631289358	0.321136420859572	0.477371076806842	0.318247384537895	0.832760274350611	0.55517351623374	1.07582074253561	0.717213828357073	1.50000653572583	1.00000435715055
protein maturation	2	0.925283203390011	1.0056073312943	0.415047226756975	0.451892305018453	0.626273564580971	1.09218902111738	0.577254974527812	0.751964505877172	0.437686672743128	0.570509035135101	0.473766290052932	0.601287654465651	1.93089053468431	1.28726035645621	0.866939531775428	0.577959687850286	1.71846258569835	1.1456417237989	1.32921948040498	0.88614632026999	1.00819570787823	0.672130471918819	1.07505394451858	0.716702629679056
protein targeting	2	0.241842158052149	0.300257678001054	0.239674904763016	0.252993274535922	0.633584581763393	0.700414123802487	0.0718704203185094	0.463076162702428	0.256889443536037	0.576781037552138	0.202650822795952	0.658738919070613	0.542099836053203	0.361399890702135	0.492668179298938	0.328445452865959	1.33399870556588	0.889332470377254	0.534946583020938	0.356631055347292	0.833670481088176	0.55578032072545	0.861389741866564	0.574259827911043
protein-containing complex assembly	38	0.681972078361962	1.04386319118289	0.307353047814306	0.762565146653119	0.27481887010741	0.433833568381938	0.482678138408277	1.08996707497115	0.412173622132125	0.825605102078819	0.312396402529345	1.05278209821364	1.72583526954485	1.15055684636324	1.06991819446742	0.713278796311617	0.708652438489348	0.472434958992899	1.57264521337943	1.04843014225295	1.23777872421094	0.825185816140629	1.36517850074299	0.910119000495325
response to stress	31	0.567135423335187	1.28627888946334	0.264279799857061	0.616887865126501	0.293320791431938	0.403442164086851	0.458362100172097	0.973100034788235	0.380987010602262	0.575166454467758	0.595378442070159	1.65397860474309	1.85341431279852	1.23560954186568	0.881167664983562	0.587445109989041	0.696762955518789	0.464508637012526	1.43146213496033	0.954308089973555	0.95615346507002	0.637435643380013	2.24935704681324	1.49957136454216
ribonucleoprotein complex assembly	4	0.223436818419915	0.265524610241616	0.224023068852832	0.274979886935283	0.263216843141723	0.480938022032351	0.166811612790744	2.60746952281562	0.115677858900151	0.097668696659647	0.275194892525569	0.259792346179475	0.488961428661531	0.325974285774354	0.499002955788114	0.332668637192076	0.744154865174073	0.496103243449382	2.77428113560636	1.84952075707091	0.213346555559798	0.142231037039865	0.534987238705044	0.356658159136696
RNA binding	24	0.198285768859389	1.04339246851437	0.138639003779159	0.946734010491961	0.290365138589347	0.429934461927738	0.270091860114552	0.998872721944372	0.226953181217584	0.855866989885392	0.215389136373411	0.868270082282154	1.24167823737376	0.827785491582507	1.08537301427112	0.72358200951408	0.720299600517085	0.480199733678057	1.26896458205892	0.845976388039283	1.08282017110298	0.721880114068651	1.08365921865557	0.72243947910371
rRNA binding	15	0.150037638035709	1.28468486355067	0.151683453118545	1.37874654581309	0.300452402465261	0.514534659795864	0.239155102128553	1.0808988635371	0.230100971983006	0.924584735794374	0.226846382230061	1.21588412010355	1.43472250158638	0.956481667724254	1.53042999893163	1.02028666595442	0.814987062261125	0.543324708174083	1.32005396566566	0.880035977110437	1.15468570777738	0.769790471851586	1.44273050233361	0.961820334889075
secondary metabolic process	1	0.253365689910678	0.229958366663406	0.397755015852276	0.450889500395248	0.108540866701913	0.128051010911307	0.430952480267138	0.450817407535153	1.34223159686494	1.38036885165036	0.304405627743128	0.35532339279478	0.483324056574084	0.322216037716056	0.848644516247524	0.565763010831683	0.23659187761322	0.157727918408813	0.881769887802291	0.587846591868194	2.7226004485153	1.81506696567687	0.659729020537908	0.439819347025272
signal transduction	19	0.688897755973672	1.56376018301362	0.268243957817684	0.742733355147638	0.351530497227973	0.51172671055038	0.396830650484328	1.23695676936146	0.275976952391433	0.581775566568749	0.364694032952603	1.25848771063695	2.25265793898729	1.50177195932486	1.01097731296532	0.673984875310215	0.863257207778354	0.575504805185569	1.63378741984579	1.08919161323053	0.857752518960182	0.571835012640121	1.62318174358955	1.08212116239303
small molecule metabolic process	25	0.50777337690328	0.713908462790892	0.279489043514741	0.441496419703107	0.337731611587323	0.923057616352976	0.385901565366443	0.907676741330659	0.394068243655547	0.9138126861585	0.393469575838292	0.542878269633961	1.22168183969417	0.814454559796115	0.720985463217847	0.480656975478565	1.2607892279403	0.840526151960199	1.2935783066971	0.862385537798068	1.30788092981405	0.871920619876031	0.936347845472254	0.624231896981502
structural constituent of ribosome	23	0.255954964271183	1.10813668147698	0.188416801772947	2.12466888850161	0.285761656015479	0.550853514731221	0.262976643493045	1.55497484006483	0.148714250993917	1.17276045386901	0.239535758626561	1.33949610136945	1.36409164574816	0.909394430498774	2.31308569027456	1.54205712684971	0.8366151707467	0.557743447164467	1.81795148355787	1.21196765570525	1.32147470486293	0.880983136575286	1.57903185999601	1.052687906664
structural molecule activity	56	0.657809042259472	1.45847351608561	0.24274364694427	1.95199942080933	0.272175553628311	0.549740070122849	0.295766216579264	1.14393155018081	0.269364878608363	1.15087397103416	0.297884744439849	1.42364946250611	2.11628255834508	1.41085503889672	2.1947430677536	1.46316204516907	0.82191562375116	0.54794374916744	1.43969776676008	0.959798511173384	1.42023884964253	0.946825899761685	1.72153420694596	1.14768947129731
sulfur compound metabolic process	2	0.160393290777978	0.192192814341954	0.0830049757194647	0.103385219617062	0.27048724417191	0.341528894769399	0.187660091409929	0.197220766606029	0.197110478300074	0.186052676734591	0.316701130658155	0.369646420110756	0.352586105119932	0.235057403413288	0.186390195336527	0.124260130224351	0.612016138941308	0.408010759294206	0.384880858015958	0.256587238677305	0.383163155034665	0.255442103356443	0.686347550768912	0.457565033845941
symbiont process	4	0.26999063399942	0.566306489438549	0.173182054141649	0.6412041403444	0.259945698015303	0.535877817121019	0.513702133643197	0.678015032077094	0.44938224336128	0.498941287915355	0.953636633407104	1.45522539905733	0.836297123437969	0.557531415625313	0.81438619448605	0.542924129657366	0.795823515136322	0.530549010090881	1.19171716572029	0.794478110480194	0.948323531276635	0.632215687517757	2.40886203246443	1.60590802164296
transcription factor binding	1	0.133754190184684	1.20873532756367	0.178276976005222	1.73611846818612	0.257706800843433	0.71841562198206	0.254363780242272	0.316090101659575	0.198212237077573	0.0689500167542283	0.0247860087273502	1.38147547973118	1.34248951774835	0.894993011832236	1.91439544419134	1.27626362946089	0.976122422825493	0.650748281883662	0.570453881901847	0.380302587934565	0.267162253831801	0.178108169221201	1.40626148845853	0.937507658972353
transferase activity, transferring ...	8	0.544728520456585	1.58861855201105	0.429625063618374	2.63588709756926	0.5557349706403	0.91661202141773	0.395016909860961	1.48196194736431	0.290043326231712	0.428685945619247	0.40757816462635	0.479344927733304	2.13334707246763	1.42223138164509	3.06551216118763	2.04367477412509	1.47234699205803	0.98156466137202	1.87697885722527	1.25131923815018	0.718729271850959	0.479152847900639	0.886923092359654	0.591282061573103
translation	22	0.274099825359378	0.495275705664503	0.162334728837328	1.71923530442242	0.294610125799114	0.465399310264973	0.336458716288494	1.402894785793	0.255758752471746	1.16033032478048	0.369479711543907	1.12126687794254	0.769375531023881	0.512917020682587	1.88157003325975	1.25438002217316	0.760009436064087	0.506672957376058	1.7393535020815	1.15956900138767	1.41608907725223	0.94405938483482	1.49074658948645	0.993831059657631
translation factor activity, RNA bi...	19	0.19831257808894	1.19278932362336	0.121193810283632	0.556561224951613	0.268767689441967	0.351540998027101	0.254053058859721	1.12748049242139	0.235697754163327	0.98756720952778	0.141099828150465	0.890210329714576	1.3911019017123	0.927401267808201	0.677755035235245	0.45183669015683	0.620308687469068	0.413539124979379	1.38153355128111	0.921022367520739	1.22326496369111	0.815509975794071	1.03131015786504	0.68754010524336
transmembrane transport	5	0.179282334747454	0.203957364508295	0.310994643404973	0.344140309355599	0.403331166442279	0.415683834108212	0.339006865442158	0.362366888194967	0.684762995800005	0.720465546527714	0.224507358406984	0.258307069951687	0.38323969925575	0.255493132837166	0.655134952760572	0.436756635173715	0.819015000550491	0.546010000366994	0.701373753637124	0.46758250242475	1.40522854232772	0.936819028218479	0.48281442835867	0.321876285572447
transmembrane transporter activity	6	0.226774375520978	0.25465651307088	0.273323465307708	0.308042506766455	0.369339321613327	0.382763250799532	0.37109611593452	0.391607368304987	0.654245981726216	0.689727589316325	0.19538859808821	0.230468176186666	0.481430888591858	0.320953925727906	0.581365972074163	0.387577314716109	0.752102572412858	0.501401714941906	0.762703484239507	0.508468989493005	1.34397357104254	0.895982380695027	0.425856774274876	0.283904516183251
transport	27	0.583842803214548	1.42164928964686	0.298301322990046	0.729890416889288	0.407297622808613	0.797474614932375	0.385427058047616	1.206309500047	0.497645312249159	0.869672638175178	0.528178934121358	1.90456585843655	2.0054920928614	1.33699472857427	1.02819173987933	0.685461159919555	1.20477223774099	0.803181491827325	1.59173655809462	1.06115770539641	1.36731795042434	0.911545300282891	2.43274479255791	1.62182986170527
tRNA metabolic process	1	0.120727921332559	6.31092173523034	0.0458516356233392	6.41412707438179	0.666223962192814	2.07278686008927	0.535289140081874	0.691443220585226	0.324309688867677	0.39031610114084	2.16909372486668	6.40243227187243	6.4316496565629	4.2877664377086	6.45997871000513	4.30665247333675	2.73901082228208	1.82600721485472	1.2267323606671	0.817821573778067	0.714625790008517	0.476417193339011	8.57152599673911	5.71435066449274
unfolded protein binding	9	0.566845185028049	1.12847644933526	0.220502744542659	0.186514197913992	0.245698571583336	0.259521108180724	0.476253403560333	0.453831692971247	0.211086412493977	0.175510674367324	0.489738421902093	0.54164728550258	1.6953216343633	1.13021442290887	0.40701694245665	0.271344628304433	0.50521967976406	0.336813119842707	0.93008509653158	0.620056731021053	0.386597086861301	0.257731391240867	1.03138570740467	0.687590471603116
vacuolar transport	1	0.998571007039785	1.05239021492886	0.237082327648159	0.282653188120745	0.00617271876647418	0.0215176337161305	0.060015304860741	0.0521241637490339	0.236023145344764	0.257664132792815	0.399073533311495	0.360435200760215	2.05096122196864	1.36730748131243	0.519735515768904	0.346490343845936	0.0276903524826047	0.0184602349884031	0.112139468609775	0.0747596457398499	0.493687278137579	0.329124852091719	0.75950873407171	0.506339156047807
vesicle-mediated transport	10	0.907567585918104	2.27539938303098	0.250887823786182	0.910223657261897	0.451367692894812	1.44402150339906	0.493390388409754	2.2203598840189	0.497064334100113	0.840557419767021	0.916799103164435	3.14591890941191	3.18296696894909	2.12197797929939	1.16111148104808	0.774074320698719	1.89538919629388	1.26359279752925	2.71375027242865	1.80916684828577	1.33762175386713	0.891747835911423	4.06271801257635	2.7084786750509
