Var1	Var2	semsimValue	type
HMCN1.23.44.m.42684	structural molecule activity	NA	protein-term
MATN1	structural molecule activity	NA	protein-term
POSTN	structural molecule activity	NA	protein-term
HMCN1.19.44.m.39500	structural molecule activity	NA	protein-term
HMCN1.28.44.m.47379	structural molecule activity	NA	protein-term
EXC4	transmembrane transporter activity	NA	protein-term
NDKB	ion binding	NA	protein-term
NDKB	lipid binding	NA	protein-term
MLRA	ion binding	NA	protein-term
SVEP1	ion binding	NA	protein-term
CALR	ion binding	NA	protein-term
FKB14	ion binding	NA	protein-term
TITIN.6.19.m.31591	ion binding	NA	protein-term
MLE	ion binding	NA	protein-term
EFCB5	ion binding	NA	protein-term
FBP3	ion binding	NA	protein-term
PGBM	ion binding	NA	protein-term
TITIN.9.12.m.44986	ion binding	NA	protein-term
HMCN1.28.44.m.47379	ion binding	NA	protein-term
SCP	ion binding	NA	protein-term
DYH7.2.3.m.32353	ion binding	NA	protein-term
EFCB6	ion binding	NA	protein-term
TITIN.8.19.m.35861	ion binding	NA	protein-term
ACTN	ion binding	NA	protein-term
MATN1	ion binding	NA	protein-term
FAT4.1.1.m.65727	ion binding	NA	protein-term
AMY1	ion binding	NA	protein-term
CALU	ion binding	NA	protein-term
HMCN1.19.44.m.39500	ion binding	NA	protein-term
CEIP2	ion binding	NA	protein-term
AGRIN	ion binding	NA	protein-term
TNNC	ion binding	NA	protein-term
CALM	ion binding	NA	protein-term
SPTCA	ion binding	NA	protein-term
CALL	ion binding	NA	protein-term
HMCN1.23.44.m.42684	ion binding	NA	protein-term
TITIN.m.27774	ion binding	NA	protein-term
DYH7.2.2.m.46648	ion binding	NA	protein-term
CRB	ion binding	NA	protein-term
FAT4.1.1.m.34344	ion binding	NA	protein-term
SPTCB	lipid binding	NA	protein-term
MDHC	carbohydrate metabolic process	NA	protein-term
LRP5	catabolic process	NA	protein-term
LRP5	small molecule metabolic process	NA	protein-term
LRP5	carbohydrate metabolic process	NA	protein-term
PGBM	biosynthetic process	NA	protein-term
PGBM	catabolic process	NA	protein-term
UAP1	cellular nitrogen compound metaboli...	NA	protein-term
UAP1	biosynthetic process	NA	protein-term
FAS	small molecule metabolic process	NA	protein-term
PCKG	small molecule metabolic process	NA	protein-term
PCKG	carbohydrate metabolic process	NA	protein-term
PCKG	biosynthetic process	NA	protein-term
ENO	catabolic process	NA	protein-term
ENO	generation of precursor metabolites...	NA	protein-term
ENO	cofactor metabolic process	NA	protein-term
ENO	cellular nitrogen compound metaboli...	NA	protein-term
ENO	small molecule metabolic process	NA	protein-term
ENO	carbohydrate metabolic process	NA	protein-term
ODP2	catabolic process	NA	protein-term
ODP2	generation of precursor metabolites...	NA	protein-term
ODP2	cofactor metabolic process	NA	protein-term
ODP2	cellular nitrogen compound metaboli...	NA	protein-term
ODP2	small molecule metabolic process	NA	protein-term
ODP2	carbohydrate metabolic process	NA	protein-term
MDHC	small molecule metabolic process	NA	protein-term
NDUS6	generation of precursor metabolites...	NA	protein-term
NDUS3	generation of precursor metabolites...	NA	protein-term
COX5B	generation of precursor metabolites...	NA	protein-term
NDKB	small molecule metabolic process	NA	protein-term
NDKB	cellular nitrogen compound metaboli...	NA	protein-term
KCY.1.1.m.29973	small molecule metabolic process	NA	protein-term
KCY.1.1.m.29973	cellular nitrogen compound metaboli...	NA	protein-term
KCY.1.1.m.2987	small molecule metabolic process	NA	protein-term
KCY.1.1.m.2987	cellular nitrogen compound metaboli...	NA	protein-term
KAD9.2.3.m.49697	cellular nitrogen compound metaboli...	NA	protein-term
KAD9.2.3.m.49697	biosynthetic process	NA	protein-term
KAD9.2.3.m.49697	small molecule metabolic process	NA	protein-term
KAD9.3.3.m.63103	cellular nitrogen compound metaboli...	NA	protein-term
KAD9.3.3.m.63103	biosynthetic process	NA	protein-term
KAD9.3.3.m.63103	small molecule metabolic process	NA	protein-term
NDKB	biosynthetic process	NA	protein-term
KCY.1.1.m.29973	biosynthetic process	NA	protein-term
KCY.1.1.m.2987	biosynthetic process	NA	protein-term
RBBP4	biosynthetic process	NA	protein-term
RBBP4	DNA metabolic process	NA	protein-term
RBBP4	cellular nitrogen compound metaboli...	NA	protein-term
RS27A.1.1.m.22912	DNA metabolic process	NA	protein-term
RS27A.1.1.m.22912	cellular nitrogen compound metaboli...	NA	protein-term
RS27A.1.1.m.22912	response to stress	NA	protein-term
RS27A.1.2.m.28362	DNA metabolic process	NA	protein-term
RS27A.1.2.m.28362	cellular nitrogen compound metaboli...	NA	protein-term
RS27A.1.2.m.28362	response to stress	NA	protein-term
H2B7	protein-containing complex assembly	NA	protein-term
H2B7	cellular component assembly	NA	protein-term
H4	protein-containing complex assembly	NA	protein-term
H4	cellular component assembly	NA	protein-term
RBBP4	cellular component assembly	NA	protein-term
RBBP4	protein-containing complex assembly	NA	protein-term
H4	cellular nitrogen compound metaboli...	NA	protein-term
H4	biosynthetic process	NA	protein-term
XRN2	biosynthetic process	NA	protein-term
TRPT1	tRNA metabolic process	NA	protein-term
TRPT1	cellular nitrogen compound metaboli...	NA	protein-term
PABP4	mRNA processing	NA	protein-term
PABP4	cellular nitrogen compound metaboli...	NA	protein-term
XRN2	mRNA processing	NA	protein-term
ALRF2	mRNA processing	NA	protein-term
ALRF2	cellular nitrogen compound metaboli...	NA	protein-term
PABP4	catabolic process	NA	protein-term
PABP4	nucleobase-containing compound cata...	NA	protein-term
RS8	biosynthetic process	NA	protein-term
RS8	cellular nitrogen compound metaboli...	NA	protein-term
RS8	translation	NA	protein-term
ERF3A	biosynthetic process	NA	protein-term
ERF3A	translation	NA	protein-term
RL23A	biosynthetic process	NA	protein-term
RL23A	cellular nitrogen compound metaboli...	NA	protein-term
RL23A	translation	NA	protein-term
RS27A.1.2.m.28362	biosynthetic process	NA	protein-term
RS27A.1.2.m.28362	translation	NA	protein-term
RL10A	biosynthetic process	NA	protein-term
RL10A	translation	NA	protein-term
RS4	biosynthetic process	NA	protein-term
RS4	cellular nitrogen compound metaboli...	NA	protein-term
RS4	translation	NA	protein-term
RS3A	biosynthetic process	NA	protein-term
RS3A	cellular nitrogen compound metaboli...	NA	protein-term
RS3A	translation	NA	protein-term
EF1A.1.3.m.30022	biosynthetic process	NA	protein-term
EF1A.1.3.m.30022	cellular nitrogen compound metaboli...	NA	protein-term
EF1A.1.3.m.30022	translation	NA	protein-term
EF1A.2.4.m.50858	biosynthetic process	NA	protein-term
EF1A.2.4.m.50858	cellular nitrogen compound metaboli...	NA	protein-term
EF1A.2.4.m.50858	translation	NA	protein-term
RS12	biosynthetic process	NA	protein-term
RS12	cellular nitrogen compound metaboli...	NA	protein-term
RS12	translation	NA	protein-term
RS13	biosynthetic process	NA	protein-term
RS13	cellular nitrogen compound metaboli...	NA	protein-term
RS13	translation	NA	protein-term
RSSA	biosynthetic process	NA	protein-term
RSSA	cellular nitrogen compound metaboli...	NA	protein-term
RSSA	translation	NA	protein-term
RL402	biosynthetic process	NA	protein-term
RL402	cellular nitrogen compound metaboli...	NA	protein-term
RL402	translation	NA	protein-term
RS27A.1.1.m.22912	biosynthetic process	NA	protein-term
RS27A.1.1.m.22912	translation	NA	protein-term
PABP4	biosynthetic process	NA	protein-term
PABP4	translation	NA	protein-term
RLA1	biosynthetic process	NA	protein-term
RLA2.1.7.m.1896	biosynthetic process	NA	protein-term
RLA2.4.7.m.28172	biosynthetic process	NA	protein-term
EF2.5.5.m.39855	biosynthetic process	NA	protein-term
EFTU	biosynthetic process	NA	protein-term
EF2.4.5.m.30186	biosynthetic process	NA	protein-term
IF5A1	biosynthetic process	NA	protein-term
TCPH	protein folding	NA	protein-term
TCPD	protein folding	NA	protein-term
H90A1	protein folding	NA	protein-term
PPIA	protein folding	NA	protein-term
CALR	protein folding	NA	protein-term
VWKA	cellular protein modification proce...	NA	protein-term
2AAA	cellular protein modification proce...	NA	protein-term
PP2AB	cellular protein modification proce...	NA	protein-term
ERF3A	cellular protein modification proce...	NA	protein-term
ANM1	cellular protein modification proce...	NA	protein-term
ASNS	small molecule metabolic process	NA	protein-term
ASNS	cellular amino acid metabolic proce...	NA	protein-term
GLYC	small molecule metabolic process	NA	protein-term
GLYC	cellular amino acid metabolic proce...	NA	protein-term
CRNS1	small molecule metabolic process	NA	protein-term
CRNS1	catabolic process	NA	protein-term
CRNS1	cellular amino acid metabolic proce...	NA	protein-term
RL18A.6.8.m.61646	transport	NA	protein-term
RL18A.6.8.m.61646	protein targeting	NA	protein-term
RL18A.6.8.m.61646	membrane organization	NA	protein-term
RL18A.1.8.m.12900	transport	NA	protein-term
RL18A.1.8.m.12900	protein targeting	NA	protein-term
RL18A.1.8.m.12900	membrane organization	NA	protein-term
NDUS6	small molecule metabolic process	NA	protein-term
NDUS6	lipid metabolic process	NA	protein-term
FAS	lipid metabolic process	NA	protein-term
FAS	biosynthetic process	NA	protein-term
SAHHA	small molecule metabolic process	NA	protein-term
MDHC	cofactor metabolic process	NA	protein-term
MDHC	cellular nitrogen compound metaboli...	NA	protein-term
KAD9.2.3.m.49697	generation of precursor metabolites...	NA	protein-term
KAD9.3.3.m.63103	generation of precursor metabolites...	NA	protein-term
VATA	homeostatic process	NA	protein-term
SPTN5	transport	NA	protein-term
SPTN5	vesicle-mediated transport	NA	protein-term
LRP5	transport	NA	protein-term
LRP5	vesicle-mediated transport	NA	protein-term
PDLI7	vesicle-mediated transport	NA	protein-term
PDLI7	transport	NA	protein-term
PGBM	vesicle-mediated transport	NA	protein-term
PGBM	transport	NA	protein-term
DMBT1	vesicle-mediated transport	NA	protein-term
DMBT1	transport	NA	protein-term
RAN	transport	NA	protein-term
RAN	nucleocytoplasmic transport	NA	protein-term
AN32A	transport	NA	protein-term
AN32A	nucleocytoplasmic transport	NA	protein-term
MYDGF.1.1.m.22032	cell death	NA	protein-term
CHIA	cell death	NA	protein-term
MYDGF.1.2.m.6533	cell death	NA	protein-term
ITIH4	response to stress	NA	protein-term
PGBM	response to stress	NA	protein-term
PRDX5	response to stress	NA	protein-term
IF44L	immune system process	NA	protein-term
VWKA	response to stress	NA	protein-term
MIEAP	response to stress	NA	protein-term
MUC1.1.2.m.4308	response to stress	NA	protein-term
MUC1.1.2.m.17333	response to stress	NA	protein-term
CATA.3.3.m.21642	response to stress	NA	protein-term
CATA.1.3.m.11120	response to stress	NA	protein-term
SPTCB	membrane organization	NA	protein-term
SPTCB	plasma membrane organization	NA	protein-term
SPTCA	membrane organization	NA	protein-term
SPTCA	plasma membrane organization	NA	protein-term
FAT4.1.1.m.34344	membrane organization	NA	protein-term
FAT4.1.1.m.34344	plasma membrane organization	NA	protein-term
FAT4.1.1.m.65727	membrane organization	NA	protein-term
FAT4.1.1.m.65727	plasma membrane organization	NA	protein-term
PMFBP.2.2.m.43339	cytoskeleton organization	NA	protein-term
PMFBP.1.2.m.13657	cytoskeleton organization	NA	protein-term
SPTN5	vacuolar transport	NA	protein-term
HMCN1.23.44.m.42684	mitotic cell cycle	NA	protein-term
HMCN1.23.44.m.42684	cell cycle	NA	protein-term
HMCN1.28.44.m.47379	mitotic cell cycle	NA	protein-term
HMCN1.28.44.m.47379	cell cycle	NA	protein-term
RBBP4	mitotic cell cycle	NA	protein-term
RBBP4	cell cycle	NA	protein-term
COFI	mitotic cell cycle	NA	protein-term
COFI	cell cycle	NA	protein-term
HMCN1.19.44.m.39500	mitotic cell cycle	NA	protein-term
HMCN1.19.44.m.39500	cell cycle	NA	protein-term
2AAA	chromosome segregation	NA	protein-term
TITIN.6.19.m.31591	chromosome organization	NA	protein-term
TITIN.m.27774	chromosome organization	NA	protein-term
TITIN.9.12.m.44986	chromosome organization	NA	protein-term
CATL1	cell-cell signaling	NA	protein-term
CO6A3.3.5.m.39796	cell adhesion	NA	protein-term
CO6A4.6.9.m.44250	cell adhesion	NA	protein-term
CO6A3.1.1.m.64152	cell adhesion	NA	protein-term
SSPO.6.8.m.41866	cell adhesion	NA	protein-term
CO6A3.5.9.m.39538	cell adhesion	NA	protein-term
CO6A3.1.2.m.17960	cell adhesion	NA	protein-term
SVEP1	cell adhesion	NA	protein-term
SSPO.2.5.m.17419	cell adhesion	NA	protein-term
SSPO.7.8.m.41875	cell adhesion	NA	protein-term
SSPO.3.8.m.32060	cell adhesion	NA	protein-term
CO6A3.2.4.m.33982	cell adhesion	NA	protein-term
CO6A3.2.5.m.39533	cell adhesion	NA	protein-term
CO6A4.2.5.m.45361	cell adhesion	NA	protein-term
CO6A4.1.3.m.5994	cell adhesion	NA	protein-term
POSTN	cell adhesion	NA	protein-term
HMCN1.23.44.m.42684	cell adhesion	NA	protein-term
HMCN1.28.44.m.47379	cell adhesion	NA	protein-term
HMCN1.19.44.m.39500	cell adhesion	NA	protein-term
FAT4.1.1.m.65727	cell adhesion	NA	protein-term
FAT4.1.1.m.34344	cell adhesion	NA	protein-term
NDKB	signal transduction	NA	protein-term
FLNA.2.5.m.37450	signal transduction	NA	protein-term
FAT4.1.1.m.65727	signal transduction	NA	protein-term
FAT4.1.1.m.34344	signal transduction	NA	protein-term
GDIR1	signal transduction	NA	protein-term
AGRIN	cell-cell signaling	NA	protein-term
SPTCA	cell-cell signaling	NA	protein-term
SPTCB	cell-cell signaling	NA	protein-term
L2EFL	anatomical structure development	NA	protein-term
L2EFL	embryo development	NA	protein-term
DMBT1	anatomical structure development	NA	protein-term
DMBT1	embryo development	NA	protein-term
HTS.3.5.m.17639	cell division	NA	protein-term
HTS.2.5.m.15081	cell division	NA	protein-term
PACRG	anatomical structure development	NA	protein-term
RSPH1	anatomical structure development	NA	protein-term
DYH1	cellular component assembly	NA	protein-term
DYH1	cytoskeleton organization	NA	protein-term
FLNA.2.6.m.11845	transport	NA	protein-term
SPTCA	developmental maturation	NA	protein-term
SSPO.3.8.m.32060	anatomical structure development	NA	protein-term
SSPO.7.8.m.41875	anatomical structure development	NA	protein-term
SSPO.2.5.m.17419	anatomical structure development	NA	protein-term
SPTCB	anatomical structure development	NA	protein-term
SSPO.6.8.m.41866	anatomical structure development	NA	protein-term
CRB	anatomical structure development	NA	protein-term
AGRIN	cellular component assembly	NA	protein-term
SPTCA	anatomical structure development	NA	protein-term
PGBM	anatomical structure development	NA	protein-term
NFASC	anatomical structure development	NA	protein-term
LAMA	anatomical structure development	NA	protein-term
DYH5.1.2.m.56799	anatomical structure development	NA	protein-term
DYH5.2.2.m.61452	anatomical structure development	NA	protein-term
H90A1	anatomical structure development	NA	protein-term
CO6A3.5.9.m.39538	anatomical structure development	NA	protein-term
CO6A3.3.5.m.39796	anatomical structure development	NA	protein-term
HTS.3.5.m.17639	anatomical structure development	NA	protein-term
HTS.2.5.m.15081	anatomical structure development	NA	protein-term
ANM1	anatomical structure development	NA	protein-term
IF2A	aging	NA	protein-term
HMCN1.19.44.m.39500	nervous system process	NA	protein-term
FLNA.2.6.m.11845	nervous system process	NA	protein-term
COR1B	cytoskeletal protein binding	NA	protein-term
RBBP4	ATPase activity	NA	protein-term
FLNA.2.5.m.37450	transcription factor binding	NA	protein-term
LYS3	biosynthetic process	NA	protein-term
LYS3	catabolic process	NA	protein-term
ANM1	methyltransferase activity	NA	protein-term
NPC2.6.7.m.31030	lipid metabolic process	NA	protein-term
NPC2.6.7.m.31030	small molecule metabolic process	NA	protein-term
NPC2.5.7.m.30911	lipid metabolic process	NA	protein-term
NPC2.5.7.m.30911	small molecule metabolic process	NA	protein-term
PSA	ion binding	NA	protein-term
MEP1A	ion binding	NA	protein-term
HEXP	ion binding	NA	protein-term
BP10	ion binding	NA	protein-term
RL23A	cell proliferation	NA	protein-term
VATA	signal transduction	NA	protein-term
FABP1.1.1.m.5763	lipid binding	NA	protein-term
FABP7	lipid binding	NA	protein-term
FABP1.2.2.m.52097	lipid binding	NA	protein-term
TITIN.6.19.m.31591	structural molecule activity	NA	protein-term
UNC22.5.7.m.43551	structural molecule activity	NA	protein-term
TITIN.m.27774	structural molecule activity	NA	protein-term
UNC22.3.7.m.20773	structural molecule activity	NA	protein-term
TITIN.9.12.m.44986	structural molecule activity	NA	protein-term
UNC22.2.7.m.2274	structural molecule activity	NA	protein-term
UNC22.7.7.m.54053	structural molecule activity	NA	protein-term
ARP3	cell division	NA	protein-term
DYH5.2.2.m.61452	ATPase activity	NA	protein-term
DYH5.1.2.m.56799	ATPase activity	NA	protein-term
DYH2.1.2.m.24785	ATPase activity	NA	protein-term
DYH6	ATPase activity	NA	protein-term
DYH1	ATPase activity	NA	protein-term
DYH2.1.1.m.28905	ATPase activity	NA	protein-term
DYH7.2.2.m.46648	ATPase activity	NA	protein-term
DYH10	ATPase activity	NA	protein-term
DYH7.2.3.m.32353	ATPase activity	NA	protein-term
CATL1	anatomical structure development	NA	protein-term
PP2AB	mitochondrion organization	NA	protein-term
FAS	lyase activity	NA	protein-term
CATL1	response to stress	NA	protein-term
ERP29	transport	NA	protein-term
L2EFL	response to stress	NA	protein-term
H90A1	response to stress	NA	protein-term
NPC2.5.7.m.30911	symbiont process	NA	protein-term
POSTN	anatomical structure development	NA	protein-term
NDUS6	aging	NA	protein-term
NDUS6	anatomical structure development	NA	protein-term
CATL1	aging	NA	protein-term
TITIN.m.27774	signal transduction	NA	protein-term
TITIN.8.19.m.35861	signal transduction	NA	protein-term
TITIN.9.12.m.44986	signal transduction	NA	protein-term
TITIN.6.19.m.31591	signal transduction	NA	protein-term
GSTO1	signal transduction	NA	protein-term
L2EFL	cellular protein modification proce...	NA	protein-term
UNC89	signal transduction	NA	protein-term
H90A1	cellular component assembly	NA	protein-term
H90A1	anatomical structure formation invo...	NA	protein-term
H90A1	cytoskeleton organization	NA	protein-term
ARPC5	cell motility	NA	protein-term
ARPC5	locomotion	NA	protein-term
IF5A1	transport	NA	protein-term
ATPD	transmembrane transporter activity	NA	protein-term
NPC2.5.7.m.30911	lipid binding	NA	protein-term
NPC2.6.7.m.31030	lipid binding	NA	protein-term
ATPB	transport	NA	protein-term
ATPB	transmembrane transport	NA	protein-term
ATPB	cellular nitrogen compound metaboli...	NA	protein-term
ATPB	small molecule metabolic process	NA	protein-term
ATPB	biosynthetic process	NA	protein-term
ATPD	transport	NA	protein-term
ATPD	transmembrane transport	NA	protein-term
ATPD	cellular nitrogen compound metaboli...	NA	protein-term
ATPD	small molecule metabolic process	NA	protein-term
ATPD	biosynthetic process	NA	protein-term
VATF	transmembrane transport	NA	protein-term
VATF	transport	NA	protein-term
VATA	transmembrane transport	NA	protein-term
VATA	transport	NA	protein-term
DMBT1	symbiont process	NA	protein-term
AMY1	carbohydrate metabolic process	NA	protein-term
AMY1	catabolic process	NA	protein-term
LRP5	signal transduction	NA	protein-term
MUC1.1.2.m.17333	cellular protein modification proce...	NA	protein-term
MUC1.1.2.m.4308	cellular protein modification proce...	NA	protein-term
LAMA	chromosome segregation	NA	protein-term
COR1B	locomotion	NA	protein-term
COR1B	cell motility	NA	protein-term
GSTO1	oxidoreductase activity	NA	protein-term
TYRO	oxidoreductase activity	NA	protein-term
YD541	oxidoreductase activity	NA	protein-term
CATL1	protein maturation	NA	protein-term
SKP1	cellular protein modification proce...	NA	protein-term
RS27A.1.1.m.22912	cellular protein modification proce...	NA	protein-term
RS27A.1.2.m.28362	cellular protein modification proce...	NA	protein-term
BIP	peptidase activity	NA	protein-term
BIP	hydrolase activity, acting on carbo...	NA	protein-term
BIP	hydrolase activity, acting on glyco...	NA	protein-term
USF	peptidase activity	NA	protein-term
USF	hydrolase activity, acting on carbo...	NA	protein-term
USF	hydrolase activity, acting on glyco...	NA	protein-term
CRNS1	ATPase activity	NA	protein-term
H90A1	ATPase activity	NA	protein-term
UNC89	enzyme binding	NA	protein-term
FLNA.2.5.m.37450	enzyme binding	NA	protein-term
UNC22.5.7.m.43551	cellular protein modification proce...	NA	protein-term
UNC22.2.7.m.2274	cellular protein modification proce...	NA	protein-term
UNC22.7.7.m.54053	cellular protein modification proce...	NA	protein-term
UNC22.3.7.m.20773	cellular protein modification proce...	NA	protein-term
TGM1	cellular protein modification proce...	NA	protein-term
NFASC	nervous system process	NA	protein-term
GLYC	biosynthetic process	NA	protein-term
AL7A1	cellular nitrogen compound metaboli...	NA	protein-term
AL7A1	biosynthetic process	NA	protein-term
SAHHA	cellular nitrogen compound metaboli...	NA	protein-term
SAHHA	sulfur compound metabolic process	NA	protein-term
SAHHA	nucleobase-containing compound cata...	NA	protein-term
SAHHA	catabolic process	NA	protein-term
TGM1	protein maturation	NA	protein-term
CALL	signal transduction	NA	protein-term
TBA1	immune system process	NA	protein-term
RS4	rRNA binding	NA	protein-term
RS4	RNA binding	NA	protein-term
RL9	rRNA binding	NA	protein-term
RL9	RNA binding	NA	protein-term
GSTO1	small molecule metabolic process	NA	protein-term
2AAA	enzyme regulator activity	NA	protein-term
NDKB	enzyme binding	NA	protein-term
NPC2.5.7.m.30911	enzyme binding	NA	protein-term
UNC22.7.7.m.54053	enzyme binding	NA	protein-term
UNC22.2.7.m.2274	enzyme binding	NA	protein-term
UNC22.5.7.m.43551	enzyme binding	NA	protein-term
UNC22.3.7.m.20773	enzyme binding	NA	protein-term
PPR32	enzyme binding	NA	protein-term
RS27A.1.1.m.22912	catabolic process	NA	protein-term
RS27A.1.2.m.28362	catabolic process	NA	protein-term
NDUS3	anatomical structure development	NA	protein-term
ARPC5	anatomical structure development	NA	protein-term
FABP7	cell proliferation	NA	protein-term
FLNA.2.5.m.37450	cell morphogenesis	NA	protein-term
FLNA.2.5.m.37450	anatomical structure development	NA	protein-term
FAT4.1.1.m.65727	cell differentiation	NA	protein-term
ANM1	cell differentiation	NA	protein-term
FABP7	cell differentiation	NA	protein-term
FAT4.1.1.m.34344	cell differentiation	NA	protein-term
CO6A3.5.9.m.39538	structural molecule activity	NA	protein-term
CO6A4.1.3.m.5994	structural molecule activity	NA	protein-term
CO6A4.2.5.m.45361	structural molecule activity	NA	protein-term
CO6A4.6.9.m.44250	structural molecule activity	NA	protein-term
CO6A3.3.5.m.39796	structural molecule activity	NA	protein-term
PGBM	structural molecule activity	NA	protein-term
PDLI7	cytoskeleton organization	NA	protein-term
CAP1.1.2.m.7245	cytoskeleton organization	NA	protein-term
SPTN5	cytoskeleton organization	NA	protein-term
COR1B	cytoskeleton organization	NA	protein-term
CAP1.2.2.m.45011	cytoskeleton organization	NA	protein-term
MSRB2	cellular component assembly	NA	protein-term
MSRB2	protein-containing complex assembly	NA	protein-term
ARPC2	cellular component assembly	NA	protein-term
ARPC2	protein-containing complex assembly	NA	protein-term
MDHC	oxidoreductase activity	NA	protein-term
SSPO.2.5.m.17419	cell differentiation	NA	protein-term
SSPO.7.8.m.41875	cell differentiation	NA	protein-term
SSPO.3.8.m.32060	cell differentiation	NA	protein-term
SSPO.6.8.m.41866	cell differentiation	NA	protein-term
PGBM	cell differentiation	NA	protein-term
GLYC	ion binding	NA	protein-term
CO6A3.3.5.m.39796	extracellular matrix organization	NA	protein-term
MATN1	extracellular matrix organization	NA	protein-term
CO6A3.5.9.m.39538	extracellular matrix organization	NA	protein-term
CO6A4.6.9.m.44250	extracellular matrix organization	NA	protein-term
CO6A4.1.3.m.5994	extracellular matrix organization	NA	protein-term
CO6A4.2.5.m.45361	extracellular matrix organization	NA	protein-term
PGBM	extracellular matrix organization	NA	protein-term
POSTN	extracellular matrix organization	NA	protein-term
CEIP2	catabolic process	NA	protein-term
TGM1	cell differentiation	NA	protein-term
H90A1	enzyme regulator activity	NA	protein-term
ZASP.1.1.m.927	cytoskeleton organization	NA	protein-term
ZASP.1.1.m.927	cellular component assembly	NA	protein-term
ZASP.1.1.m.927	anatomical structure formation invo...	NA	protein-term
ZASP.2.1.4.m.8660	cytoskeleton organization	NA	protein-term
ZASP.2.1.4.m.8660	cellular component assembly	NA	protein-term
ZASP.2.1.4.m.8660	anatomical structure formation invo...	NA	protein-term
H90A1	protein-containing complex assembly	NA	protein-term
TITIN.m.27774	anatomical structure formation invo...	NA	protein-term
TITIN.m.27774	cellular component assembly	NA	protein-term
TITIN.m.27774	cytoskeleton organization	NA	protein-term
TITIN.m.27774	protein-containing complex assembly	NA	protein-term
TITIN.8.19.m.35861	cellular component assembly	NA	protein-term
TITIN.8.19.m.35861	cytoskeleton organization	NA	protein-term
TITIN.8.19.m.35861	protein-containing complex assembly	NA	protein-term
UNC89	anatomical structure formation invo...	NA	protein-term
UNC89	cellular component assembly	NA	protein-term
UNC89	cytoskeleton organization	NA	protein-term
UNC89	protein-containing complex assembly	NA	protein-term
TITIN.9.12.m.44986	anatomical structure formation invo...	NA	protein-term
TITIN.9.12.m.44986	cellular component assembly	NA	protein-term
TITIN.9.12.m.44986	cytoskeleton organization	NA	protein-term
TITIN.9.12.m.44986	protein-containing complex assembly	NA	protein-term
TITIN.6.19.m.31591	anatomical structure formation invo...	NA	protein-term
TITIN.6.19.m.31591	cellular component assembly	NA	protein-term
TITIN.6.19.m.31591	cytoskeleton organization	NA	protein-term
TITIN.6.19.m.31591	protein-containing complex assembly	NA	protein-term
NPC2.6.7.m.31030	transport	NA	protein-term
NPC2.5.7.m.30911	transport	NA	protein-term
TEKT2	locomotion	NA	protein-term
TEKT2	cell motility	NA	protein-term
DYH5.1.2.m.56799	locomotion	NA	protein-term
DYH5.1.2.m.56799	cell motility	NA	protein-term
DYH1	locomotion	NA	protein-term
DYH1	cell motility	NA	protein-term
TEKT1	locomotion	NA	protein-term
TEKT1	cell motility	NA	protein-term
TEKT3.1.1.m.37281	locomotion	NA	protein-term
TEKT3.1.1.m.37281	cell motility	NA	protein-term
TEKT3.1.1.m.60031	locomotion	NA	protein-term
TEKT3.1.1.m.60031	cell motility	NA	protein-term
DYH5.2.2.m.61452	locomotion	NA	protein-term
DYH5.2.2.m.61452	cell motility	NA	protein-term
TITIN.8.19.m.35861	cytoskeletal protein binding	NA	protein-term
HTS.2.5.m.15081	cytoskeletal protein binding	NA	protein-term
HTS.3.5.m.17639	cytoskeletal protein binding	NA	protein-term
CRB	cytoskeletal protein binding	NA	protein-term
CNN3	protein binding, bridging	NA	protein-term
FLNA.2.6.m.11845	anatomical structure development	NA	protein-term
SPTCA	cell proliferation	NA	protein-term
CNN3	cell differentiation	NA	protein-term
DMBT1	cell differentiation	NA	protein-term
NFASC	anatomical structure formation invo...	NA	protein-term
NFASC	cell junction organization	NA	protein-term
NFASC	cellular component assembly	NA	protein-term
CNN3	cytoskeleton organization	NA	protein-term
VWKA	cytoskeleton organization	NA	protein-term
SKP1	catabolic process	NA	protein-term
TITIN.9.12.m.44986	cytoskeletal protein binding	NA	protein-term
TITIN.6.19.m.31591	cytoskeletal protein binding	NA	protein-term
TITIN.m.27774	cytoskeletal protein binding	NA	protein-term
FLNA.2.5.m.37450	cytoskeleton organization	NA	protein-term
RS27A.1.1.m.22912	enzyme binding	NA	protein-term
RS27A.1.2.m.28362	enzyme binding	NA	protein-term
PACRG	enzyme binding	NA	protein-term
IF2A	response to stress	NA	protein-term
NDUS3	cellular component assembly	NA	protein-term
NDUS3	protein-containing complex assembly	NA	protein-term
TXD17	signal transduction	NA	protein-term
LAMA	cell adhesion	NA	protein-term
MSRB2	oxidoreductase activity	NA	protein-term
IF2A	ribonucleoprotein complex assembly	NA	protein-term
IF2A	protein-containing complex assembly	NA	protein-term
IF2A	cellular component assembly	NA	protein-term
FLNA.2.5.m.37450	cell junction organization	NA	protein-term
FLNA.2.5.m.37450	cellular component assembly	NA	protein-term
CRB	cell junction organization	NA	protein-term
LAMA	cell morphogenesis	NA	protein-term
NDKB	response to stress	NA	protein-term
MSRB2	response to stress	NA	protein-term
PACRG	response to stress	NA	protein-term
PPIB.2.4.m.40019	protein folding	NA	protein-term
PP2AB	response to stress	NA	protein-term
LAMA	growth	NA	protein-term
CRB	transport	NA	protein-term
LAMA	immune system process	NA	protein-term
LAMA	response to stress	NA	protein-term
