protein_ID,GO
CHOYP_POLR3K.1.1.m.8423,GO:0006386
CHOYP_RAC1.1.3.m.20871,GO:0005802
CHOYP_ROAA.3.6.m.39522,GO:0045893
CHOYP_SAMH1.10.12.m.55275,GO:0005634
CHOYP_SEPT5.1.2.m.11458,GO:0016080
CHOYP_TBA1.2.9.m.9962,GO:0005874
CHOYP_TBA1A.2.4.m.19573,GO:0007017
CHOYP_TEKT5.1.1.m.60033,GO:0060378
CHOYP_WASP.1.1.m.35786,GO:0006952
CHOYP_ADA17.1.3.m.798,GO:0061630
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0035871
CHOYP_C2D1.1.1.m.8807,GO:0007472
CHOYP_CCBL1.1.1.m.30637,GO:0070189
CHOYP_CIR1A.1.1.m.11568,GO:0030490
CHOYP_CNOT1.1.1.m.12106,GO:0006357
CHOYP_DCDC2.7.7.m.46807,GO:0006968
CHOYP_EPRS.1.1.m.35443,GO:0008270
CHOYP_FABP7.1.2.m.22674,GO:0071944
CHOYP_HEM2.1.1.m.6789,GO:1901799
CHOYP_LOC100367166.1.1.m.1262,GO:0046872
CHOYP_LOC100367201.2.2.m.61573,GO:0010698
CHOYP_LOC100374741.72.83.m.60196,GO:1990830
CHOYP_LOC100375405.1.1.m.48387,GO:0005895
CHOYP_LOC100693418.2.2.m.56971,GO:0019858
CHOYP_LOC100872239.1.1.m.53052,GO:0016236
CHOYP_LOC100876012.1.1.m.8280,GO:0043097
CHOYP_LOC591797.1.3.m.11526,GO:0006303
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0006406
CHOYP_PLRG1.1.1.m.65600,GO:0071007
CHOYP_POLR3K.1.1.m.8423,GO:0008270
CHOYP_RAC1.1.3.m.20871,GO:0005829
CHOYP_ROAA.3.6.m.39522,GO:0090575
CHOYP_SAMH1.10.12.m.55275,GO:0005654
CHOYP_SEPT5.1.2.m.11458,GO:0017157
CHOYP_TBA1.2.9.m.9962,GO:0007017
CHOYP_TEKT5.1.1.m.60033,GO:0070062
CHOYP_WASP.1.1.m.35786,GO:0006955
CHOYP_BRAFLDRAFT_208436.1.32.m.14239,GO:0005524
CHOYP_BRAFLDRAFT_268591.1.1.m.59744,GO:0016491
CHOYP_FABP6.1.2.m.49858,GO:0008289
CHOYP_LOC100889336.1.1.m.18327,GO:0005737
CHOYP_MD27A.1.2.m.18338,GO:0016592
CHOYP_NEMVEDRAFT_V1G179696.1.1.m.40556,GO:0005212
CHOYP_NEMVEDRAFT_V1G235656.1.1.m.19149,GO:0005739
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0046872
CHOYP_C2D1.1.1.m.8807,GO:0008586
CHOYP_CIR1A.1.1.m.11568,GO:0030686
CHOYP_CNOT1.1.1.m.12106,GO:0008134
CHOYP_DCDC2.7.7.m.46807,GO:0007605
CHOYP_EPRS.1.1.m.35443,GO:0017101
CHOYP_LOC100367166.1.1.m.1262,GO:0051865
CHOYP_LOC100367201.2.2.m.61573,GO:0043065
CHOYP_LOC100375405.1.1.m.48387,GO:0005925
CHOYP_LOC100693418.2.2.m.56971,GO:0030308
CHOYP_LOC100872239.1.1.m.53052,GO:0019058
CHOYP_LOC100876012.1.1.m.8280,GO:0044206
CHOYP_LOC591797.1.3.m.11526,GO:0010033
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0008270
CHOYP_PLRG1.1.1.m.65600,GO:0071013
CHOYP_POLR3K.1.1.m.8423,GO:0042779
CHOYP_RAC1.1.3.m.20871,GO:0005884
CHOYP_ROAA.3.6.m.39522,GO:0099523
CHOYP_SAMH1.10.12.m.55275,GO:0005886
CHOYP_SEPT5.1.2.m.11458,GO:0031105
CHOYP_TBA1.2.9.m.9962,GO:0017022
CHOYP_WASP.1.1.m.35786,GO:0007596
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0070536
CHOYP_C2D1.1.1.m.8807,GO:0008593
CHOYP_CIR1A.1.1.m.11568,GO:0032040
CHOYP_CNOT1.1.1.m.12106,GO:0008301
CHOYP_DCDC2.7.7.m.46807,GO:0015630
CHOYP_EPRS.1.1.m.35443,GO:0017148
CHOYP_LOC100367201.2.2.m.61573,GO:0043280
CHOYP_LOC100375405.1.1.m.48387,GO:0007265
CHOYP_LOC100693418.2.2.m.56971,GO:0034774
CHOYP_LOC100872239.1.1.m.53052,GO:0030496
CHOYP_LOC100876012.1.1.m.8280,GO:0046135
CHOYP_LOC591797.1.3.m.11526,GO:0010836
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0008380
CHOYP_PLRG1.1.1.m.65600,GO:0080008
CHOYP_POLR3K.1.1.m.8423,GO:0045087
CHOYP_RAC1.1.3.m.20871,GO:0006935
CHOYP_ROAA.3.6.m.39522,GO:1990837
CHOYP_SAMH1.10.12.m.55275,GO:0006203
CHOYP_SEPT5.1.2.m.11458,GO:0032947
CHOYP_TBA1.2.9.m.9962,GO:0048471
CHOYP_WASP.1.1.m.35786,GO:0008064
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0071108
CHOYP_C2D1.1.1.m.8807,GO:0016197
CHOYP_CIR1A.1.1.m.11568,GO:0034455
CHOYP_CNOT1.1.1.m.12106,GO:0032392
CHOYP_DCDC2.7.7.m.46807,GO:0019894
CHOYP_EPRS.1.1.m.35443,GO:0032869
CHOYP_LOC100367201.2.2.m.61573,GO:0048487
CHOYP_LOC100375405.1.1.m.48387,GO:0007268
CHOYP_LOC100693418.2.2.m.56971,GO:0042803
CHOYP_LOC100872239.1.1.m.53052,GO:0031902
CHOYP_LOC591797.1.3.m.11526,GO:0019899
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0016607
CHOYP_PLRG1.1.1.m.65600,GO:1900087
CHOYP_POLR3K.1.1.m.8423,GO:0051607
CHOYP_RAC1.1.3.m.20871,GO:0007015
CHOYP_ROAA.3.6.m.39522,GO:1990904
CHOYP_SAMH1.10.12.m.55275,GO:0006955
CHOYP_SEPT5.1.2.m.11458,GO:0060271
CHOYP_WASP.1.1.m.35786,GO:0008154
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:1904265
CHOYP_C2D1.1.1.m.8807,GO:0016324
CHOYP_CNOT1.1.1.m.12106,GO:0045087
CHOYP_DCDC2.7.7.m.46807,GO:0030111
CHOYP_EPRS.1.1.m.35443,GO:0035613
CHOYP_LOC100367201.2.2.m.61573,GO:0071560
CHOYP_LOC100375405.1.1.m.48387,GO:0007346
CHOYP_LOC100693418.2.2.m.56971,GO:0043097
CHOYP_LOC100872239.1.1.m.53052,GO:0032509
CHOYP_LOC591797.1.3.m.11526,GO:0021587
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0019904
CHOYP_RAC1.1.3.m.20871,GO:0007266
CHOYP_SAMH1.10.12.m.55275,GO:0006974
CHOYP_SEPT5.1.2.m.11458,GO:0061640
CHOYP_WASP.1.1.m.35786,GO:0008544
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:1990167
CHOYP_C2D1.1.1.m.8807,GO:0030100
CHOYP_CNOT1.1.1.m.12106,GO:0045089
CHOYP_DCDC2.7.7.m.46807,GO:0035556
CHOYP_EPRS.1.1.m.35443,GO:0042802
CHOYP_LOC100367201.2.2.m.61573,GO:0090200
CHOYP_LOC100375405.1.1.m.48387,GO:0008022
CHOYP_LOC100693418.2.2.m.56971,GO:0043312
CHOYP_LOC100872239.1.1.m.53052,GO:0036258
CHOYP_LOC591797.1.3.m.11526,GO:0021766
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0031124
CHOYP_RAC1.1.3.m.20871,GO:0008283
CHOYP_SAMH1.10.12.m.55275,GO:0008270
CHOYP_SEPT5.1.2.m.11458,GO:2000300
CHOYP_WASP.1.1.m.35786,GO:0010591
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:1990168
CHOYP_C2D1.1.1.m.8807,GO:0036257
CHOYP_CNOT1.1.1.m.12106,GO:0045578
CHOYP_DCDC2.7.7.m.46807,GO:0045880
CHOYP_EPRS.1.1.m.35443,GO:0042803
CHOYP_LOC100367201.2.2.m.61573,GO:1903638
CHOYP_LOC100375405.1.1.m.48387,GO:0008284
CHOYP_LOC100693418.2.2.m.56971,GO:0045980
CHOYP_LOC100872239.1.1.m.53052,GO:0039702
CHOYP_LOC591797.1.3.m.11526,GO:0032356
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0045292
CHOYP_RAC1.1.3.m.20871,GO:0008361
CHOYP_SAMH1.10.12.m.55275,GO:0008832
CHOYP_WASP.1.1.m.35786,GO:0012506
CHOYP_C2D1.1.1.m.8807,GO:0045035
CHOYP_CNOT1.1.1.m.12106,GO:0045638
CHOYP_DCDC2.7.7.m.46807,GO:0048813
CHOYP_EPRS.1.1.m.35443,GO:0044539
CHOYP_LOC100367201.2.2.m.61573,GO:1903645
CHOYP_LOC100375405.1.1.m.48387,GO:0008289
CHOYP_LOC100693418.2.2.m.56971,GO:0051289
CHOYP_LOC100872239.1.1.m.53052,GO:0043162
CHOYP_LOC591797.1.3.m.11526,GO:0033194
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0048025
CHOYP_RAC1.1.3.m.20871,GO:0010592
CHOYP_SAMH1.10.12.m.55275,GO:0009264
CHOYP_WASP.1.1.m.35786,GO:0015629
CHOYP_C2D1.1.1.m.8807,GO:0045732
CHOYP_CNOT1.1.1.m.12106,GO:0045944
CHOYP_DCDC2.7.7.m.46807,GO:0060091
CHOYP_EPRS.1.1.m.35443,GO:0051020
CHOYP_LOC100375405.1.1.m.48387,GO:0010718
CHOYP_LOC100693418.2.2.m.56971,GO:1904724
CHOYP_LOC100872239.1.1.m.53052,GO:0043231
CHOYP_LOC591797.1.3.m.11526,GO:0042493
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0070062
CHOYP_RAC1.1.3.m.20871,GO:0016020
CHOYP_SAMH1.10.12.m.55275,GO:0016446
CHOYP_WASP.1.1.m.35786,GO:0016197
CHOYP_C2D1.1.1.m.8807,GO:0045746
CHOYP_DCDC2.7.7.m.46807,GO:0060271
CHOYP_EPRS.1.1.m.35443,GO:0071346
CHOYP_LOC100375405.1.1.m.48387,GO:0010862
CHOYP_LOC100693418.2.2.m.56971,GO:1904813
CHOYP_LOC100872239.1.1.m.53052,GO:0048306
CHOYP_LOC591797.1.3.m.11526,GO:0050882
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:1990830
CHOYP_RAC1.1.3.m.20871,GO:0016601
CHOYP_SAMH1.10.12.m.55275,GO:0016793
CHOYP_WASP.1.1.m.35786,GO:0017124
CHOYP_C2D1.1.1.m.8807,GO:0048132
CHOYP_DCDC2.7.7.m.46807,GO:0072686
CHOYP_EPRS.1.1.m.35443,GO:0097452
CHOYP_LOC100375405.1.1.m.48387,GO:0019838
CHOYP_LOC100872239.1.1.m.53052,GO:0070062
CHOYP_LOC591797.1.3.m.11526,GO:0061819
CHOYP_RAC1.1.3.m.20871,GO:0017137
CHOYP_SAMH1.10.12.m.55275,GO:0032567
CHOYP_WASP.1.1.m.35786,GO:0019901
CHOYP_C2D1.1.1.m.8807,GO:0048749
CHOYP_DCDC2.7.7.m.46807,GO:1902017
CHOYP_EPRS.1.1.m.35443,GO:1990904
CHOYP_LOC100375405.1.1.m.48387,GO:0030036
CHOYP_LOC100872239.1.1.m.53052,GO:1902188
CHOYP_LOC591797.1.3.m.11526,GO:0070522
CHOYP_RAC1.1.3.m.20871,GO:0019901
CHOYP_SAMH1.10.12.m.55275,GO:0035861
CHOYP_WASP.1.1.m.35786,GO:0030041
CHOYP_LOC100375405.1.1.m.48387,GO:0030307
CHOYP_LOC100872239.1.1.m.53052,GO:1903774
CHOYP_LOC591797.1.3.m.11526,GO:1903518
CHOYP_RAC1.1.3.m.20871,GO:0030027
CHOYP_SAMH1.10.12.m.55275,GO:0042802
CHOYP_WASP.1.1.m.35786,GO:0030048
CHOYP_LOC100375405.1.1.m.48387,GO:0030335
CHOYP_LOC591797.1.3.m.11526,GO:1904877
CHOYP_RAC1.1.3.m.20871,GO:0030031
CHOYP_SAMH1.10.12.m.55275,GO:0045088
CHOYP_WASP.1.1.m.35786,GO:0030479
CHOYP_LOC100375405.1.1.m.48387,GO:0030511
CHOYP_LOC591797.1.3.m.11526,GO:1905765
CHOYP_RAC1.1.3.m.20871,GO:0030032
CHOYP_SAMH1.10.12.m.55275,GO:0046061
CHOYP_WASP.1.1.m.35786,GO:0030695
CHOYP_LOC100375405.1.1.m.48387,GO:0031965
CHOYP_LOC591797.1.3.m.11526,GO:1990414
CHOYP_RAC1.1.3.m.20871,GO:0030036
CHOYP_SAMH1.10.12.m.55275,GO:0051289
CHOYP_WASP.1.1.m.35786,GO:0031267
CHOYP_LOC100375405.1.1.m.48387,GO:0032435
CHOYP_RAC1.1.3.m.20871,GO:0030334
CHOYP_SAMH1.10.12.m.55275,GO:0051607
CHOYP_WASP.1.1.m.35786,GO:0032488
CHOYP_LOC100375405.1.1.m.48387,GO:0042043
CHOYP_RAC1.1.3.m.20871,GO:0031116
CHOYP_SAMH1.10.12.m.55275,GO:0060337
CHOYP_WASP.1.1.m.35786,GO:0035861
CHOYP_LOC100375405.1.1.m.48387,GO:0042470
CHOYP_RAC1.1.3.m.20871,GO:0031410
CHOYP_SAMH1.10.12.m.55275,GO:0060339
CHOYP_WASP.1.1.m.35786,GO:0038096
CHOYP_LOC100375405.1.1.m.48387,GO:0042803
CHOYP_RAC1.1.3.m.20871,GO:0031996
CHOYP_SAMH1.10.12.m.55275,GO:0110025
CHOYP_WASP.1.1.m.35786,GO:0042110
CHOYP_LOC100375405.1.1.m.48387,GO:0045121
CHOYP_RAC1.1.3.m.20871,GO:0032587
CHOYP_WASP.1.1.m.35786,GO:0042802
CHOYP_LOC100375405.1.1.m.48387,GO:0045545
CHOYP_RAC1.1.3.m.20871,GO:0032707
CHOYP_WASP.1.1.m.35786,GO:0043274
CHOYP_LOC100375405.1.1.m.48387,GO:0046875
CHOYP_RAC1.1.3.m.20871,GO:0034446
CHOYP_WASP.1.1.m.35786,GO:0045335
CHOYP_LOC100375405.1.1.m.48387,GO:0046982
CHOYP_RAC1.1.3.m.20871,GO:0036464
CHOYP_WASP.1.1.m.35786,GO:0045944
CHOYP_LOC100375405.1.1.m.48387,GO:0050839
CHOYP_RAC1.1.3.m.20871,GO:0042470
CHOYP_WASP.1.1.m.35786,GO:0048365
CHOYP_LOC100375405.1.1.m.48387,GO:0070062
CHOYP_RAC1.1.3.m.20871,GO:0042826
CHOYP_WASP.1.1.m.35786,GO:0050852
CHOYP_LOC100375405.1.1.m.48387,GO:0099054
CHOYP_RAC1.1.3.m.20871,GO:0043197
CHOYP_WASP.1.1.m.35786,GO:0051015
CHOYP_RAC1.1.3.m.20871,GO:0044877
CHOYP_WASP.1.1.m.35786,GO:0051127
CHOYP_RAC1.1.3.m.20871,GO:0045428
CHOYP_WASP.1.1.m.35786,GO:0051492
CHOYP_RAC1.1.3.m.20871,GO:0045453
CHOYP_WASP.1.1.m.35786,GO:0051497
CHOYP_RAC1.1.3.m.20871,GO:0045740
CHOYP_WASP.1.1.m.35786,GO:0051666
CHOYP_RAC1.1.3.m.20871,GO:0048012
CHOYP_WASP.1.1.m.35786,GO:0065003
CHOYP_RAC1.1.3.m.20871,GO:0048812
CHOYP_WASP.1.1.m.35786,GO:0070062
CHOYP_RAC1.1.3.m.20871,GO:0048870
CHOYP_WASP.1.1.m.35786,GO:0071346
CHOYP_RAC1.1.3.m.20871,GO:0051022
CHOYP_WASP.1.1.m.35786,GO:1905168
CHOYP_RAC1.1.3.m.20871,GO:0051117
CHOYP_WASP.1.1.m.35786,GO:2000146
CHOYP_RAC1.1.3.m.20871,GO:0051496
CHOYP_WASP.1.1.m.35786,GO:2000601
CHOYP_RAC1.1.3.m.20871,GO:0051668
CHOYP_RAC1.1.3.m.20871,GO:0051894
CHOYP_RAC1.1.3.m.20871,GO:0055038
CHOYP_RAC1.1.3.m.20871,GO:0060263
CHOYP_RAC1.1.3.m.20871,GO:0071260
CHOYP_RAC1.1.3.m.20871,GO:0071526
CHOYP_RAC1.1.3.m.20871,GO:0090023
CHOYP_RAC1.1.3.m.20871,GO:0097178
CHOYP_RAC1.1.3.m.20871,GO:0098978
CHOYP_RAC1.1.3.m.20871,GO:1900026
